Threads,PlanTime(sec)
1,0.000152
2,0.000254
3,0.000323
4,0.000329
5,0.000383
6,0.000426
7,0.000479
8,0.000494
9,0.000538
10,0.000590
11,0.000611
12,0.000638
13,0.000688
14,0.001182
15,0.000763
16,0.000806
17,0.001345
18,0.001373
19,0.000910
20,0.001574
21,0.001615
22,0.001044
23,0.001809
24,0.001789
25,0.001815
26,0.001178
27,0.002080
28,0.002119
29,0.002087
30,0.002120
31,0.002138
32,0.001355
33,0.002537
34,0.002503
35,0.002549
36,0.002528
37,0.002543
38,0.002539
39,0.002557
40,0.002579
