Threads,PlanTime(sec)
1,0.001667
2,0.002224
3,0.002827
4,0.002398
5,0.003051
6,0.003254
7,0.003199
8,0.002667
9,0.003407
10,0.003631
11,0.003559
12,0.004077
13,0.003834
14,0.004385
15,0.004301
16,0.003484
17,0.004451
18,0.004590
19,0.004600
20,0.004678
21,0.004761
22,0.004558
23,0.005027
24,0.005315
25,0.005179
