Threads,PlanTime(sec)
1,0.000144
2,0.000238
3,0.000307
4,0.000329
5,0.000400
6,0.000423
7,0.000474
8,0.000466
9,0.000553
10,0.000601
11,0.000614
12,0.000650
13,0.000698
14,0.001195
15,0.000774
16,0.000778
17,0.001363
18,0.001384
19,0.000943
20,0.001602
21,0.001620
22,0.001049
23,0.001844
24,0.001817
25,0.001826
26,0.001182
27,0.002112
28,0.002126
29,0.002165
30,0.002156
31,0.002168
32,0.001361
33,0.002530
34,0.002525
35,0.002542
36,0.002552
37,0.002532
38,0.002560
39,0.002583
40,0.002557
