Threads,PlanTime(sec)
1,0.001770
2,0.002415
3,0.003308
4,0.002678
5,0.004578
6,0.005218
7,0.003746
8,0.003179
9,0.003854
10,0.005611
11,0.004178
12,0.004451
13,0.005901
14,0.006480
15,0.005960
16,0.004173
17,0.006657
18,0.005535
19,0.005488
20,0.006186
21,0.006295
22,0.005651
23,0.006301
24,0.007636
25,0.006309
26,0.007357
27,0.006855
28,0.010073
29,0.006795
30,0.010291
31,0.008404
32,0.005967
33,0.010946
34,0.012415
35,0.009419
36,0.011611
37,0.010531
38,0.013876
39,0.012034
40,0.009643
