Threads,PlanTime(sec)
1,0.661896
2,1.980105
3,2.782260
4,2.053434
5,2.942290
6,2.777660
7,2.743313
8,2.088763
9,3.514388
10,3.383604
11,2.803501
12,3.522122
13,3.577817
14,3.559073
15,3.313470
16,2.170605
17,3.385270
18,3.477292
19,3.494612
20,3.509046
21,3.660961
22,3.669664
23,3.782127
24,3.804057
25,3.995375
26,3.857698
27,3.926244
28,3.931371
29,3.821733
30,3.819539
31,3.731498
32,2.471322
33,3.782121
34,3.675122
35,3.615706
36,3.825893
37,3.795990
38,4.076595
39,4.408355
40,3.818018
