Threads,PlanTime(sec)
1,0.000147
2,0.000237
3,0.000274
4,0.000298
5,0.000333
6,0.000374
7,0.000399
8,0.000406
9,0.000711
10,0.000500
11,0.000540
12,0.000977
13,0.000601
14,0.001085
15,0.001095
16,0.000687
17,0.001250
18,0.001234
19,0.001232
20,0.001239
21,0.001248
22,0.000875
23,0.001554
24,0.001531
25,0.001550
26,0.001557
27,0.001551
28,0.001590
29,0.001571
30,0.001586
31,0.001592
32,0.001196
33,0.001854
34,0.001914
35,0.001888
36,0.001906
37,0.001894
38,0.001904
39,0.001904
40,0.002010
