167,6.853419,6.959692,7.287298
168,1.541329,1.558237,1.602514
169,3.153734,3.179839,3.210801
170,4.924870,4.967281,5.030812
171,5.577742,5.639082,5.688769
172,10.910333,10.962305,11.067331
173,7.755818,7.847247,8.014887
174,8.629168,8.664604,8.726805
175,2.242971,2.310901,2.519570
176,2.107460,2.147387,2.196035
177,11.484923,11.634254,11.996160
178,9.470603,9.524111,9.600756
179,7.623346,7.759207,8.095895
180,1.816333,1.848085,1.896396
181,13.645345,13.875268,14.422076
182,2.446980,2.499110,2.635662
183,21.757263,22.168947,22.667957
184,7.503110,7.559513,7.671619
185,12.629255,12.663482,12.731519
186,10.182230,10.211241,10.283705
187,7.202778,7.305369,7.473205
188,11.906131,12.373377,12.707562
189,2.708833,2.771977,3.404336
190,7.414287,7.569663,13.183788
191,7.840197,8.190023,8.696226
192,2.388082,2.638066,2.699835
193,7.444356,7.739032,12.371584
194,10.685348,10.893822,11.188670
195,3.116984,3.352396,3.803305
196,2.536616,2.663444,4.201586
197,7.702960,7.779928,8.030767
198,2.900208,3.042974,3.536542
199,8.765983,8.990667,9.477910
200,2.019341,2.107495,3.572304
201,21.885892,22.255708,22.837058
202,14.573288,15.113223,15.841011
203,13.919768,14.029068,14.173595
204,9.991715,10.025070,10.051698
205,18.074372,18.198894,18.343040
206,14.321708,14.465117,14.744804
207,11.769246,11.864355,11.981415
208,3.543993,3.580573,3.656112
209,11.041157,11.114482,11.226838
210,2.909287,2.981329,4.403222
211,12.664584,13.413827,14.463817
212,21.118021,21.288208,21.561731
213,17.273786,17.482360,17.787629
214,15.928202,16.234711,16.749168
215,21.332981,21.411648,21.545193
216,3.476374,3.521861,3.563666
217,17.209207,17.259921,17.295520
218,24.155338,25.025611,25.700733
219,24.694469,25.392511,26.062011
220,4.121092,4.232218,4.701314
221,11.695713,11.809849,15.479001
222,20.430096,20.455445,20.505309
223,20.172653,21.054387,21.669454
224,3.937995,3.994974,4.723698
225,4.519792,4.614443,7.867187
226,27.541114,28.328211,28.746285
227,15.135016,15.561021,16.681430
228,13.061729,13.152834,13.461326
229,16.501802,16.884034,17.268632
230,14.883018,15.038169,19.682492
231,5.407681,5.534110,9.535693
232,17.925383,17.974024,18.499936
233,16.464534,17.029537,17.884321
234,4.789978,4.861533,5.698096
235,26.570586,27.206710,28.080719
236,23.967702,24.116156,24.429165
237,20.427478,20.805885,23.530322
238,14.044902,14.387570,25.596199
239,17.628505,17.968034,19.066614
240,5.618306,5.794224,7.943156
241,28.779586,29.175422,29.593963
242,7.323227,7.453892,9.246618
243,6.598506,6.649599,6.730198
244,39.983304,40.391752,40.818595
245,6.775327,7.001503,12.226795
246,32.584957,32.708479,32.869719
247,18.809968,19.012563,19.415542
248,22.638034,22.766336,34.467679
249,31.279664,31.377138,31.539729
250,5.820051,6.831675,9.841435
251,17.066243,17.467574,26.360893
252,6.456257,6.509627,6.648912
253,22.951745,23.133920,37.262181
254,21.303552,21.762221,36.949033
255,19.056822,19.301992,19.829417
256,7.433524,7.637651,8.018821
257,26.467022,27.402367,29.380151
258,36.404819,36.480427,36.571772
259,33.606316,33.744861,46.326500
260,7.333123,7.677654,12.966220
261,29.670348,29.863758,29.921372
262,40.617079,41.961030,45.878073
263,28.369521,29.170134,29.871335
264,7.804295,7.968780,10.036268
265,39.290538,39.694757,40.567709
266,21.612878,21.863232,22.728778
267,35.090410,35.358717,45.649573
268,47.556495,48.535613,71.905256
269,30.283124,31.408585,33.243401
270,8.790429,8.970142,13.644860
271,27.245833,28.375986,30.155917
272,20.796234,21.045630,22.273534
273,8.880961,9.017118,14.280213
274,31.593024,31.953396,32.319800
275,10.380393,10.427590,13.051662
276,27.348155,27.540789,28.048075
277,27.417083,28.893372,37.466698
278,33.436188,33.907019,35.285137
279,35.621630,35.794315,36.533505
280,7.185879,7.308889,8.067183
281,30.837219,31.254674,32.168228
282,39.660590,40.807397,43.147968
283,31.695376,32.831074,34.343614
284,38.630637,39.261991,43.334429
285,27.806884,27.923748,30.510026
286,12.457408,12.537611,16.295357
287,49.735664,49.931655,51.510429
288,10.554825,12.121053,15.840974
289,44.352310,44.492888,44.787741
290,36.629397,36.748703,37.945875
291,41.702871,42.121223,53.702851
