16,0.017056,0.017338,0.017665,0.000026
17,0.083587,0.085555,0.088846,0.000291
18,0.030246,0.031190,0.034028,0.000067
19,0.045938,0.053283,0.057629,0.000448
20,0.019347,0.020363,0.022478,0.000070
21,0.030359,0.032148,0.036226,0.000109
22,0.030652,0.034033,0.049189,0.000150
23,0.057262,0.067278,0.072837,0.000943
24,0.026134,0.028563,0.036024,0.000071
25,0.021130,0.022864,0.027572,0.000216
26,0.036608,0.038284,0.042977,0.000266
27,0.035789,0.037759,0.043319,0.000293
28,0.035169,0.037611,0.042154,0.000217
29,0.084026,0.099743,0.121820,0.002403
30,0.029856,0.033021,0.043998,0.000343
31,0.111153,0.133812,0.233083,0.003027
32,0.027015,0.028211,0.031896,0.000271
33,0.039877,0.042122,0.047560,0.000596
34,0.098240,0.103011,0.113113,0.002469
35,0.042366,0.043647,0.049939,0.000664
36,0.053582,0.056359,0.062629,0.000794
37,0.150208,0.176098,0.198618,0.006062
38,0.109224,0.112050,0.120568,0.003782
39,0.047551,0.049585,0.055535,0.001043
40,0.041342,0.045104,0.057392,0.000398
41,0.265049,0.273179,0.297566,0.009146
42,0.066298,0.068223,0.082896,0.001163
43,0.283265,0.295874,0.305868,0.011105
44,0.071721,0.077047,0.088918,0.001475
45,0.073391,0.077507,0.086424,0.001430
46,0.237043,0.252405,0.263123,0.007891
47,0.290752,0.310913,0.332273,0.013731
48,0.078410,0.082805,0.088434,0.000779
49,0.137486,0.142076,0.148877,0.002057
50,0.091978,0.095792,0.104942,0.001913
51,0.257926,0.262667,0.273637,0.008677
52,0.104190,0.120052,0.130930,0.001663
53,0.434712,0.457179,0.481802,0.018371
54,0.111614,0.116562,0.124781,0.002883
55,0.119348,0.123408,0.132111,0.003199
56,0.113399,0.126850,0.138897,0.001628
57,0.343551,0.351561,0.361222,0.013246
58,0.435128,0.460201,0.495547,0.019356
59,0.461384,0.480064,0.549087,0.025042
60,0.145707,0.151426,0.161007,0.002490
61,0.728272,0.759282,0.819653,0.037366
62,0.465078,0.501452,0.519923,0.025082
63,0.151814,0.157875,0.169277,0.004878
64,0.107987,0.112911,0.133517,0.001622
65,0.165598,0.172652,0.181012,0.005574
66,0.163900,0.169896,0.182763,0.005423
67,0.860987,0.871303,0.899790,0.049304
68,0.440710,0.448440,0.467509,0.020531
69,0.539018,0.551123,0.571883,0.029187
70,0.191112,0.200380,0.210987,0.006223
71,0.643100,0.659647,0.678016,0.038382
72,0.181775,0.190563,0.197130,0.003250
73,0.872308,0.890395,0.922644,0.066442
74,0.867092,0.890163,1.529163,0.049974
75,0.239832,0.247371,0.279407,0.007254
76,0.558233,0.583973,0.600096,0.031346
77,0.245208,0.256215,0.270561,0.009513
78,0.263737,0.276535,0.286948,0.009467
79,0.824636,0.852561,1.317911,0.053585
80,0.247285,0.254480,0.266311,0.004141
81,0.331400,0.343045,0.358013,0.011026
82,1.448886,1.459509,1.507927,0.075150
83,1.236523,1.268493,1.322101,0.074195
84,0.315523,0.326072,0.348240,0.007469
85,0.854283,0.882164,0.922889,0.041789
86,1.625325,1.646308,3.043326,0.091170
87,1.365350,1.385572,1.411049,0.067103
88,0.395366,0.403254,0.422571,0.011905
89,1.385435,1.423072,1.574285,0.087020
90,0.383485,0.392476,0.414371,0.014297
91,0.433230,0.454463,0.470539,0.016500
92,1.172360,1.182419,1.195471,0.065090
93,1.615623,1.631939,2.374926,0.086793
94,1.800319,1.856503,1.937153,0.112898
95,1.206591,1.219922,1.238865,0.063599
96,0.364122,0.384559,0.560349,0.007735
97,1.473803,1.504395,1.910129,0.120642
98,0.419445,0.427731,0.441541,0.019527
99,0.484027,0.496336,0.516539,0.021892
100,0.430358,0.438379,0.452623,0.009046
101,1.778955,1.808868,1.850443,0.138999
102,1.254853,1.267186,1.298963,0.071663
103,1.885564,1.908721,1.926018,0.145322
104,0.524733,0.542043,0.634810,0.018865
105,0.495858,0.508596,0.526169,0.022739
106,3.086185,3.193810,3.342615,0.151349
107,1.929453,1.958168,2.004509,0.158477
108,0.496208,0.520799,0.564935,0.015191
109,2.981579,3.007205,3.041655,0.213502
110,0.529881,0.541739,0.554734,0.028133
111,2.665193,2.683708,2.706703,0.172322
112,0.519415,0.534439,0.557953,0.017126
113,3.661649,3.751322,3.904181,0.287455
114,1.650101,1.671305,1.707116,0.109127
115,1.970038,2.022303,2.056473,0.131364
116,2.503260,2.553955,2.607964,0.167781
117,0.730369,0.741387,0.781446,0.038250
118,3.282499,3.367754,3.484855,0.233854
119,1.793171,1.821121,2.469593,0.118273
120,0.606427,0.631595,0.672617,0.017331
121,1.213699,1.246436,1.354417,0.090112
122,5.004729,5.154007,5.401956,0.307652
123,4.591379,4.618850,4.647771,0.264064
124,3.390232,3.417706,3.460697,0.211602
125,0.967755,0.991756,1.016492,0.050605
126,0.850007,0.859366,0.887575,0.044392
127,2.659579,2.696518,2.766858,0.228774
128,0.758593,0.788948,0.814296,0.016859
129,5.063032,5.084639,5.127195,0.313483
130,0.965253,0.990408,1.028275,0.048829
131,4.590296,4.619556,4.665599,0.389351
132,1.016933,1.028990,1.046679,0.045802
133,2.840163,2.878733,2.983303,0.179579
134,5.688880,5.736663,6.002468,0.380146
135,1.094241,1.112896,1.132713,0.051658
136,2.698771,2.730892,2.765123,0.170903
137,3.621758,3.685582,4.129394,0.309784
138,3.515667,3.547583,6.570728,0.227084
139,3.719004,3.788457,3.916826,0.317174
140,0.893339,0.906431,0.929422,0.043940
141,5.718734,5.992604,6.553767,0.388574
142,4.736743,4.766779,4.809167,0.317643
143,1.509392,1.528108,1.592275,0.151196
144,0.911646,0.941432,1.484128,0.030961
145,5.028859,5.057520,5.121638,0.324527
146,5.800163,5.977471,6.498635,0.527699
147,1.423057,1.442590,1.471945,0.074982
148,5.877377,5.900873,5.937375,0.409364
149,4.330922,4.447055,4.834106,0.434385
150,1.360037,1.393449,1.420930,0.067830
151,3.796638,3.857154,3.981962,0.404262
152,3.672568,3.705562,5.772134,0.260128
153,3.701945,3.728631,4.177309,0.257312
154,1.528809,1.550498,1.598232,0.092595
155,6.044446,6.099568,6.761348,0.416292
156,1.463555,1.503323,2.497145,0.057238
157,3.999493,4.105247,4.348160,0.442795
158,6.046086,6.126094,6.298116,0.454195
159,8.740032,8.885098,9.146233,0.521648
160,1.324119,1.340486,1.881508,0.037222
161,5.865603,5.927195,6.018658,0.369661
162,1.734097,1.760322,1.796042,0.104763
163,6.595988,7.548190,8.493018,0.622193
164,9.749098,9.773267,9.807812,0.608388
165,2.134001,2.162798,2.187952,0.115387
166,8.205461,8.291716,8.639485,0.610503
167,6.853419,6.959692,7.287298,0.657121
168,1.541329,1.558237,1.602514,0.058565
169,3.153734,3.179839,3.210801,0.243590
170,4.924870,4.967281,5.030812,0.343332
171,5.577742,5.639082,5.688769,0.390016
172,10.910333,10.962305,11.067331,0.738620
173,7.755818,7.847247,8.014887,0.711652
174,8.629168,8.664604,8.726805,0.553552
175,2.242971,2.310901,2.519570,0.148552
176,2.107460,2.147387,2.196035,0.110638
177,11.484923,11.634254,11.996160,0.711576
178,9.470603,9.524111,9.600756,0.717072
179,7.623346,7.759207,8.095895,0.768792
180,1.816333,1.848085,1.896396,0.074293
181,13.645345,13.875268,14.422076,1.048286
182,2.446980,2.499110,2.635662,0.162274
183,21.757263,22.168947,22.667957,1.054903
184,7.503110,7.559513,7.671619,0.539539
185,12.629255,12.663482,12.731519,0.842855
186,10.182230,10.211241,10.283705,0.708353
187,7.202778,7.305369,7.473205,0.658603
188,11.906131,12.373377,12.707562,0.920252
189,2.708833,2.771977,3.404336,0.172388
190,7.414287,7.569663,13.183788,0.521464
191,7.840197,8.190023,8.696226,0.794337
192,2.388082,2.638066,2.699835,0.070471
193,7.444356,7.739032,12.371584,0.849948
194,10.685348,10.893822,11.188670,0.992236
195,3.116984,3.352396,3.803305,0.198780
196,2.536616,2.663444,4.201586,0.140086
197,7.702960,7.779928,8.030767,0.891132
198,2.900208,3.042974,3.536542,0.196626
199,8.765983,8.990667,9.477910,0.912169
200,2.019341,2.107495,3.572304,0.091400
201,21.885892,22.255708,22.837058,1.304993
202,14.573288,15.113223,15.841011,1.142594
203,13.919768,14.029068,14.173595,0.924319
204,9.991715,10.025070,10.051698,0.600311
205,18.074372,18.198894,18.343040,1.246759
206,14.321708,14.465117,14.744804,1.195040
207,11.769246,11.864355,11.981415,0.800331
208,3.543993,3.580573,3.656112,0.163630
209,11.041157,11.114482,11.226838,0.976769
210,2.909287,2.981329,4.403222,0.204434
211,12.664584,13.413827,14.463817,1.138758
212,21.118021,21.288208,21.561731,1.237062
213,17.273786,17.482360,17.787629,1.098247
