Expm 1: Only FFT
N=64, dim=3, Num: 262144

Printing individual runtimes:
 0: 1.966729ms
 1: 0.123948ms
 2: 0.123963ms
 3: 0.123072ms
 4: 0.130279ms
 5: 0.133276ms
 6: 0.119583ms
 7: 0.125627ms
 8: 0.140958ms
 9: 0.128074ms
 10: 0.132629ms
 11: 0.123235ms
 12: 0.137874ms
 13: 0.143138ms
 14: 0.122864ms
 15: 0.123071ms
 16: 0.122007ms
 17: 0.133784ms
 18: 0.129086ms
 19: 0.120172ms
 20: 0.119368ms
 21: 0.119090ms
 22: 0.125222ms
 23: 0.128155ms
 24: 0.119074ms
 25: 0.130922ms
 26: 0.122113ms
 27: 0.139179ms
 28: 0.124046ms
 29: 0.119628ms
 30: 0.129579ms
 31: 0.121499ms
 32: 0.124858ms
 33: 0.123388ms
 34: 0.121475ms
 35: 0.131459ms
 36: 0.140815ms
 37: 0.121272ms
 38: 0.124870ms
 39: 0.122054ms
 40: 0.133306ms
 41: 0.124018ms
 42: 0.141791ms
 43: 0.123901ms
 44: 0.123340ms
 45: 0.142066ms
 46: 0.118009ms
 47: 0.121783ms
 48: 0.121585ms
 49: 0.122590ms
 50: 0.119585ms
 51: 0.142019ms
 52: 0.128050ms
 53: 0.143808ms
 54: 0.137726ms
 55: 0.123439ms
 56: 0.126587ms
 57: 0.139098ms
 58: 0.123755ms
 59: 0.129245ms
 60: 0.123524ms
 61: 0.139691ms
 62: 0.129811ms
 63: 0.139250ms
 64: 0.120137ms
 65: 0.138761ms
 66: 0.123766ms
 67: 0.123697ms
 68: 0.122794ms
 69: 0.140184ms
 70: 0.129079ms
 71: 0.120794ms
 72: 0.122989ms
 73: 0.137893ms
 74: 0.126496ms
 75: 0.120531ms
 76: 0.125720ms
 77: 0.137715ms
 78: 0.129782ms
 79: 0.138163ms
 80: 0.136048ms
 81: 0.120307ms
 82: 0.128372ms
 83: 0.133185ms
 84: 0.113639ms
 85: 0.119738ms
 86: 0.114411ms
 87: 0.122827ms
 88: 0.120752ms
 89: 0.141284ms
 90: 0.129285ms
 91: 0.297299ms
 92: 0.126280ms
 93: 0.127062ms
 94: 0.125183ms
 95: 0.117855ms
 96: 0.127192ms
 97: 0.137525ms
 98: 0.130269ms
 99: 0.124650ms
 100: 0.142060ms
 101: 0.125408ms
 102: 0.121796ms
 103: 0.135608ms
 104: 0.140565ms
 105: 0.127635ms
 106: 0.120652ms
 107: 0.121803ms
 108: 0.121498ms
 109: 0.122465ms
 110: 0.124093ms
 111: 0.128623ms
 112: 0.125965ms
 113: 0.121865ms
 114: 0.142250ms
 115: 0.121621ms
 116: 0.123632ms
 117: 0.127685ms
 118: 0.122011ms
 119: 0.119243ms
 120: 0.124072ms
 121: 0.127529ms
 122: 0.140410ms
 123: 0.120731ms
 124: 0.140381ms
 125: 0.124241ms
 126: 0.127582ms
 127: 0.122433ms
 128: 0.136650ms
 129: 0.122775ms
 130: 0.142794ms
 131: 0.117923ms
 132: 0.122601ms
 133: 0.118223ms
 134: 0.121452ms
 135: 0.140616ms
 136: 0.116983ms
 137: 0.127328ms
 138: 0.122853ms
 139: 0.122495ms
 140: 0.123427ms
 141: 0.111712ms
 142: 0.136342ms
 143: 0.130445ms
 144: 0.122528ms
 145: 0.125188ms
 146: 0.120264ms
 147: 0.124787ms
 148: 0.129913ms
 149: 0.128534ms
 150: 0.132629ms
 151: 0.127710ms
 152: 0.125407ms
 153: 0.118502ms
 154: 0.120214ms
 155: 0.139280ms
 156: 0.119067ms
 157: 0.121019ms
 158: 0.137196ms
 159: 0.121048ms
 160: 0.129367ms
 161: 0.145695ms
 162: 0.119255ms
 163: 0.127586ms
 164: 0.122824ms
 165: 0.122410ms
 166: 0.129494ms
 167: 0.137911ms
 168: 0.125339ms
 169: 0.138087ms
 170: 0.131400ms
 171: 0.120598ms
 172: 0.125474ms
 173: 0.131299ms
 174: 0.117597ms
 175: 0.120675ms
 176: 0.119219ms
 177: 0.124054ms
 178: 0.132671ms
 179: 0.126658ms
 180: 0.134656ms
 181: 0.122728ms
 182: 0.120758ms
 183: 0.111749ms
 184: 0.120748ms
 185: 0.123301ms
 186: 0.121175ms
 187: 0.122295ms
 188: 0.121141ms
 189: 0.119395ms
 190: 0.120996ms
 191: 0.122300ms
 192: 0.121170ms
 193: 0.122965ms
 194: 0.127301ms
 195: 0.123490ms
 196: 0.122928ms
 197: 0.123046ms
 198: 0.140377ms
 199: 0.134198ms


-- Real : Q1: 50 Q2: 100 Q3: 150
-- Array: Q1: 49 Q2: 99 Q3: 149

Measurements
--------------------------
FFT Size            : 64^3
Threads             : 33
Batch               : 1
Iterations          : 200
Avg Tot Runtime     : 0.136986 ms
Runtime per batch   : 0.136986 ms
SD                  : 0.130469 ms
Q1                  : 0.121499 ms
Median              : 0.124167 ms
Q3                  : 0.131299 ms
