Expm 1: Only FFT
N=65, dim=3, Num: 274625

Printing individual runtimes:
 0: 40.567815ms
 1: 23.076428ms
 2: 29.401611ms
 3: 19.182020ms
 4: 20.997532ms
 5: 23.498788ms
 6: 16.362661ms
 7: 17.936279ms
 8: 17.024992ms
 9: 16.563506ms
 10: 16.128149ms
 11: 17.677043ms
 12: 17.208408ms
 13: 16.718403ms
 14: 17.758470ms
 15: 16.791908ms
 16: 16.403134ms
 17: 18.009751ms
 18: 17.682996ms
 19: 17.303064ms
 20: 16.889968ms
 21: 0.529391ms
 22: 0.139752ms
 23: 0.169888ms
 24: 0.158923ms
 25: 0.148980ms
 26: 0.165221ms
 27: 0.129993ms
 28: 0.154275ms
 29: 0.138041ms
 30: 0.128924ms
 31: 0.139211ms
 32: 0.150234ms
 33: 0.150565ms
 34: 0.155552ms
 35: 0.161649ms
 36: 0.128947ms
 37: 0.136611ms
 38: 0.128496ms
 39: 0.156479ms
 40: 0.128358ms
 41: 0.166150ms
 42: 0.154102ms
 43: 0.161982ms
 44: 0.169957ms
 45: 0.148006ms
 46: 0.154618ms
 47: 0.131200ms
 48: 0.151130ms
 49: 0.160294ms
 50: 0.134951ms
 51: 0.134218ms
 52: 0.137368ms
 53: 0.146673ms
 54: 0.164271ms
 55: 0.147897ms
 56: 0.151865ms
 57: 0.153313ms
 58: 0.152437ms
 59: 0.145607ms
 60: 0.129531ms
 61: 0.146962ms
 62: 0.143415ms
 63: 0.168367ms
 64: 0.152531ms
 65: 0.129529ms
 66: 0.131642ms
 67: 0.149709ms
 68: 0.169060ms
 69: 0.127654ms
 70: 0.140309ms
 71: 0.156879ms
 72: 0.142795ms
 73: 0.158672ms
 74: 0.166928ms
 75: 0.153900ms
 76: 0.140082ms
 77: 0.130762ms
 78: 0.161279ms
 79: 0.168963ms
 80: 0.154183ms
 81: 0.141428ms
 82: 0.160262ms
 83: 0.152459ms
 84: 0.129175ms
 85: 0.144580ms
 86: 0.141996ms
 87: 0.151229ms
 88: 0.153655ms
 89: 0.169434ms
 90: 0.144790ms
 91: 0.141606ms
 92: 0.154232ms
 93: 0.165428ms
 94: 0.171994ms
 95: 0.160347ms
 96: 0.154267ms
 97: 0.138821ms
 98: 0.158752ms
 99: 0.163758ms
 100: 0.130369ms
 101: 0.154654ms
 102: 0.170852ms
 103: 0.131136ms
 104: 0.168370ms
 105: 0.141962ms
 106: 0.173098ms
 107: 0.140180ms
 108: 0.129234ms
 109: 0.130156ms
 110: 0.163050ms
 111: 0.145342ms
 112: 0.169921ms
 113: 0.151648ms
 114: 0.142122ms
 115: 0.166935ms
 116: 0.142849ms
 117: 0.157016ms
 118: 0.155058ms
 119: 0.169709ms
 120: 0.151175ms
 121: 0.153431ms
 122: 0.148302ms
 123: 0.131217ms
 124: 0.157674ms
 125: 0.164576ms
 126: 0.148196ms
 127: 0.151146ms
 128: 0.152390ms
 129: 0.138379ms
 130: 0.174462ms
 131: 0.168316ms
 132: 0.136536ms
 133: 0.129608ms
 134: 0.140189ms
 135: 0.143993ms
 136: 0.155877ms
 137: 0.147884ms
 138: 0.162574ms
 139: 0.133735ms
 140: 0.154008ms
 141: 0.142180ms
 142: 0.160197ms
 143: 0.173764ms
 144: 0.156701ms
 145: 0.154503ms
 146: 0.139620ms
 147: 0.160899ms
 148: 0.145784ms
 149: 0.152493ms
 150: 0.168334ms
 151: 0.166010ms
 152: 0.152207ms
 153: 0.153022ms
 154: 0.160737ms
 155: 0.149085ms
 156: 0.144092ms
 157: 0.152391ms
 158: 0.128749ms
 159: 0.146195ms
 160: 0.145432ms
 161: 0.147349ms
 162: 0.167604ms
 163: 0.157590ms
 164: 0.135630ms
 165: 0.166180ms
 166: 0.144547ms
 167: 0.148776ms
 168: 0.131613ms
 169: 0.155650ms
 170: 0.140148ms
 171: 0.166819ms
 172: 0.157626ms
 173: 0.147424ms
 174: 0.129944ms
 175: 0.130916ms
 176: 0.141680ms
 177: 0.143920ms
 178: 0.155995ms
 179: 0.167410ms
 180: 0.153760ms
 181: 0.135970ms
 182: 0.167750ms
 183: 0.131706ms
 184: 0.140807ms
 185: 0.140677ms
 186: 0.155817ms
 187: 0.130017ms
 188: 0.158059ms
 189: 0.172612ms
 190: 0.152045ms
 191: 0.140492ms
 192: 0.129170ms
 193: 0.164639ms
 194: 2.123179ms
 195: 0.153894ms
 196: 0.154642ms
 197: 0.163382ms
 198: 0.138357ms
 199: 0.138563ms


-- Real : Q1: 50 Q2: 100 Q3: 150
-- Array: Q1: 49 Q2: 99 Q3: 149

Measurements
--------------------------
FFT Size            : 65^3
Threads             : 37
Batch               : 1
Iterations          : 200
Avg Tot Runtime     : 2.211910 ms
Runtime per batch   : 2.211910 ms
SD                  : 6.254610 ms
Q1                  : 0.140807 ms
Median              : 0.152875 ms
Q3                  : 0.165221 ms
