Expm 1: Only FFT
N=32, dim=3, Num: 32768

Printing individual runtimes:
 0: 0.997830ms
 1: 0.067770ms
 2: 0.074678ms
 3: 0.050404ms
 4: 0.059287ms
 5: 0.085088ms
 6: 0.055743ms
 7: 0.057802ms
 8: 0.062351ms
 9: 0.060245ms
 10: 0.081090ms
 11: 0.066559ms
 12: 0.065883ms
 13: 0.079230ms
 14: 0.064017ms
 15: 0.063735ms
 16: 0.081578ms
 17: 0.070699ms
 18: 0.066643ms
 19: 0.079555ms
 20: 0.081734ms
 21: 0.068862ms
 22: 0.057557ms
 23: 0.058474ms
 24: 0.079790ms
 25: 0.059210ms
 26: 0.076289ms
 27: 0.056441ms
 28: 0.067414ms
 29: 0.085780ms
 30: 0.067486ms
 31: 0.060407ms
 32: 0.057925ms
 33: 0.081618ms
 34: 0.064712ms
 35: 0.064090ms
 36: 0.062999ms
 37: 0.059724ms
 38: 0.080162ms
 39: 0.067422ms
 40: 0.063409ms
 41: 0.082115ms
 42: 0.060805ms
 43: 0.076562ms
 44: 0.048979ms
 45: 0.051260ms
 46: 0.076960ms
 47: 0.066350ms
 48: 0.066567ms
 49: 0.060609ms
 50: 0.056598ms
 51: 0.083519ms
 52: 0.067126ms
 53: 0.066015ms
 54: 0.076100ms
 55: 0.067725ms
 56: 0.066808ms
 57: 0.060458ms
 58: 0.058872ms
 59: 0.064096ms
 60: 0.070055ms
 61: 0.082403ms
 62: 0.048109ms
 63: 0.084737ms
 64: 0.066063ms
 65: 0.066306ms
 66: 0.085191ms
 67: 0.080451ms
 68: 0.063960ms
 69: 0.086955ms
 70: 0.078018ms
 71: 0.065893ms
 72: 0.087761ms
 73: 0.087551ms
 74: 0.059227ms
 75: 0.061341ms
 76: 0.057157ms
 77: 0.080064ms
 78: 0.081743ms
 79: 0.062282ms
 80: 0.063634ms
 81: 0.067804ms
 82: 0.083765ms
 83: 0.066994ms
 84: 0.075744ms
 85: 0.080815ms
 86: 0.085000ms
 87: 0.067580ms
 88: 0.068621ms
 89: 0.083590ms
 90: 0.068593ms
 91: 0.087057ms
 92: 0.060082ms
 93: 0.064863ms
 94: 0.066918ms
 95: 0.066603ms
 96: 0.067646ms
 97: 0.066689ms
 98: 0.065672ms
 99: 0.067245ms
 100: 0.063826ms
 101: 0.080140ms
 102: 0.066863ms
 103: 0.061335ms
 104: 0.066650ms
 105: 0.076636ms
 106: 0.077819ms
 107: 0.058419ms
 108: 0.080002ms
 109: 0.076424ms
 110: 0.065185ms
 111: 0.061370ms
 112: 0.079409ms
 113: 0.083893ms
 114: 0.062558ms
 115: 0.075881ms
 116: 0.081041ms
 117: 0.061818ms
 118: 0.067448ms
 119: 0.081535ms
 120: 0.080494ms
 121: 0.062023ms
 122: 0.055186ms
 123: 0.077267ms
 124: 0.075910ms
 125: 0.078257ms
 126: 0.068819ms
 127: 0.075559ms
 128: 0.067899ms
 129: 0.052061ms
 130: 0.058376ms
 131: 0.067694ms
 132: 0.082843ms
 133: 0.078356ms
 134: 0.064139ms
 135: 0.078948ms
 136: 0.061616ms
 137: 0.061686ms
 138: 0.080114ms
 139: 0.067225ms
 140: 0.067322ms
 141: 0.079467ms
 142: 0.067149ms
 143: 0.068360ms
 144: 0.060198ms
 145: 0.059430ms
 146: 0.061004ms
 147: 0.061225ms
 148: 0.083179ms
 149: 0.059957ms
 150: 0.064559ms
 151: 0.061960ms
 152: 0.068758ms
 153: 0.062073ms
 154: 0.082635ms
 155: 0.056656ms
 156: 0.065327ms
 157: 0.060361ms
 158: 0.079588ms
 159: 0.065652ms
 160: 0.060148ms
 161: 0.064273ms
 162: 0.075751ms
 163: 0.075868ms
 164: 0.082079ms
 165: 0.077964ms
 166: 0.067342ms
 167: 0.062338ms
 168: 0.067652ms
 169: 0.065215ms
 170: 0.078224ms
 171: 0.069898ms
 172: 0.080342ms
 173: 0.077817ms
 174: 0.085085ms
 175: 0.064398ms
 176: 0.061066ms
 177: 0.067289ms
 178: 0.081121ms
 179: 0.060024ms
 180: 0.067283ms
 181: 0.080708ms
 182: 0.060987ms
 183: 0.068643ms
 184: 0.085921ms
 185: 0.068022ms
 186: 0.075581ms
 187: 0.082211ms
 188: 0.063139ms
 189: 0.068866ms
 190: 0.084913ms
 191: 0.075763ms
 192: 0.080031ms
 193: 0.061494ms
 194: 0.066913ms
 195: 0.073444ms
 196: 0.064668ms
 197: 0.059832ms
 198: 0.060805ms
 199: 0.083665ms


-- Real : Q1: 50 Q2: 100 Q3: 150
-- Array: Q1: 49 Q2: 99 Q3: 149

Measurements
--------------------------
FFT Size            : 32^3
Threads             : 5
Batch               : 1
Iterations          : 200
Avg Tot Runtime     : 0.074319 ms
Runtime per batch   : 0.074319 ms
SD                  : 0.066118 ms
Q1                  : 0.062073 ms
Median              : 0.067315 ms
Q3                  : 0.078356 ms
