Expm 1: Only FFT
N=65, dim=3, Num: 274625

Printing individual runtimes:
 0: 52.776015ms
 1: 24.201074ms
 2: 24.225401ms
 3: 24.228124ms
 4: 24.158015ms
 5: 24.309654ms
 6: 24.187680ms
 7: 23.069075ms
 8: 20.863330ms
 9: 22.120823ms
 10: 21.531309ms
 11: 20.731088ms
 12: 23.055400ms
 13: 20.569507ms
 14: 20.946393ms
 15: 20.189527ms
 16: 17.539320ms
 17: 17.052654ms
 18: 16.601748ms
 19: 16.650737ms
 20: 16.152938ms
 21: 6.948263ms
 22: 0.166607ms
 23: 0.134299ms
 24: 0.174302ms
 25: 0.161204ms
 26: 0.148556ms
 27: 0.159754ms
 28: 0.163418ms
 29: 0.134705ms
 30: 0.151768ms
 31: 0.134191ms
 32: 0.173262ms
 33: 0.156288ms
 34: 0.149902ms
 35: 0.144284ms
 36: 0.152421ms
 37: 0.163761ms
 38: 0.153630ms
 39: 0.160971ms
 40: 0.142934ms
 41: 0.133722ms
 42: 0.155000ms
 43: 0.135325ms
 44: 0.156685ms
 45: 0.169246ms
 46: 0.162946ms
 47: 0.154556ms
 48: 0.132886ms
 49: 0.141975ms
 50: 0.153518ms
 51: 0.132502ms
 52: 0.145227ms
 53: 0.172868ms
 54: 0.141124ms
 55: 0.153175ms
 56: 0.152346ms
 57: 0.165226ms
 58: 0.172941ms
 59: 0.165814ms
 60: 0.148191ms
 61: 0.147084ms
 62: 0.154881ms
 63: 0.134271ms
 64: 0.142322ms
 65: 0.157186ms
 66: 0.167777ms
 67: 0.155917ms
 68: 0.154495ms
 69: 0.158963ms
 70: 0.141806ms
 71: 0.174560ms
 72: 0.167761ms
 73: 0.159639ms
 74: 0.166629ms
 75: 0.145428ms
 76: 0.153737ms
 77: 0.157907ms
 78: 0.146337ms
 79: 0.137267ms
 80: 0.149262ms
 81: 0.157906ms
 82: 0.173521ms
 83: 0.157964ms
 84: 0.154868ms
 85: 0.164276ms
 86: 0.145295ms
 87: 0.133217ms
 88: 0.159983ms
 89: 0.161000ms
 90: 0.150848ms
 91: 0.148564ms
 92: 0.145110ms
 93: 0.163732ms
 94: 0.165490ms
 95: 0.165922ms
 96: 0.156418ms
 97: 0.166478ms
 98: 0.171706ms
 99: 0.160265ms
 100: 0.166897ms
 101: 0.154370ms
 102: 0.134299ms
 103: 0.135401ms
 104: 0.163701ms
 105: 0.144650ms
 106: 0.153626ms
 107: 0.148153ms
 108: 0.146271ms
 109: 0.153942ms
 110: 0.153534ms
 111: 0.167762ms
 112: 0.159006ms
 113: 0.156807ms
 114: 0.160331ms
 115: 0.147010ms
 116: 0.153146ms
 117: 0.163557ms
 118: 0.155887ms
 119: 0.149026ms
 120: 0.159169ms
 121: 0.154364ms
 122: 0.131786ms
 123: 0.132004ms
 124: 0.131392ms
 125: 0.145209ms
 126: 0.154464ms
 127: 0.163675ms
 128: 0.159371ms
 129: 0.150001ms
 130: 0.142257ms
 131: 0.172613ms
 132: 0.131988ms
 133: 0.135222ms
 134: 0.175900ms
 135: 0.161641ms
 136: 0.151125ms
 137: 0.155233ms
 138: 0.153181ms
 139: 0.151273ms
 140: 0.161484ms
 141: 0.152224ms
 142: 0.152171ms
 143: 0.156203ms
 144: 0.157455ms
 145: 0.160617ms
 146: 0.139949ms
 147: 0.131249ms
 148: 0.158451ms
 149: 0.142343ms
 150: 0.158925ms
 151: 0.149419ms
 152: 0.147714ms
 153: 0.160163ms
 154: 0.175557ms
 155: 0.157461ms
 156: 0.133147ms
 157: 0.141514ms
 158: 0.146337ms
 159: 0.156345ms
 160: 0.147955ms
 161: 0.160587ms
 162: 0.156019ms
 163: 0.171212ms
 164: 0.135965ms
 165: 0.154291ms
 166: 0.152412ms
 167: 0.131596ms
 168: 0.169648ms
 169: 0.163145ms
 170: 0.141087ms
 171: 0.156100ms
 172: 0.145576ms
 173: 0.155450ms
 174: 0.151550ms
 175: 0.153076ms
 176: 0.136598ms
 177: 0.156935ms
 178: 0.131855ms
 179: 0.133201ms
 180: 0.164749ms
 181: 0.168575ms
 182: 0.446472ms
 183: 0.158217ms
 184: 0.163658ms
 185: 0.146344ms
 186: 0.128225ms
 187: 0.162735ms
 188: 0.145400ms
 189: 0.164516ms
 190: 0.130081ms
 191: 0.157167ms
 192: 0.155342ms
 193: 0.159406ms
 194: 0.128636ms
 195: 0.146544ms
 196: 0.169555ms
 197: 0.153452ms
 198: 0.150135ms
 199: 0.150616ms


-- Real : Q1: 50 Q2: 100 Q3: 150
-- Array: Q1: 49 Q2: 99 Q3: 149

Measurements
--------------------------
FFT Size            : 65^3
Threads             : 39
Batch               : 1
Iterations          : 200
Avg Tot Runtime     : 2.548137 ms
Runtime per batch   : 2.548137 ms
SD                  : 7.287634 ms
Q1                  : 0.146337 ms
Median              : 0.155399 ms
Q3                  : 0.164516 ms
