Expm 1: Only FFT
N=32, dim=3, Num: 32768

Printing individual runtimes:
 0: 0.752525ms
 1: 0.034254ms
 2: 0.032485ms
 3: 0.034718ms
 4: 0.032957ms
 5: 0.032668ms
 6: 0.033484ms
 7: 0.032939ms
 8: 0.032097ms
 9: 0.032581ms
 10: 0.032535ms
 11: 0.032455ms
 12: 0.033077ms
 13: 0.035049ms
 14: 0.032486ms
 15: 0.024893ms
 16: 0.034064ms
 17: 0.033019ms
 18: 0.032765ms
 19: 0.032850ms
 20: 0.032970ms
 21: 0.025878ms
 22: 0.032500ms
 23: 0.034041ms
 24: 0.033957ms
 25: 0.032474ms
 26: 0.032086ms
 27: 0.032717ms
 28: 0.032761ms
 29: 0.034644ms
 30: 0.032954ms
 31: 0.028434ms
 32: 0.032671ms
 33: 0.033442ms
 34: 0.033956ms
 35: 0.032177ms
 36: 0.033056ms
 37: 0.033554ms
 38: 0.032548ms
 39: 0.032823ms
 40: 0.032840ms
 41: 0.033048ms
 42: 0.034066ms
 43: 0.032272ms
 44: 0.032282ms
 45: 0.032163ms
 46: 0.033013ms
 47: 0.034427ms
 48: 0.033054ms
 49: 0.036720ms
 50: 0.032790ms
 51: 0.033035ms
 52: 0.032339ms
 53: 0.025717ms
 54: 0.025928ms
 55: 0.032976ms
 56: 0.032640ms
 57: 0.026210ms
 58: 0.032180ms
 59: 0.034288ms
 60: 0.032552ms
 61: 0.032755ms
 62: 0.034108ms
 63: 0.032343ms
 64: 0.033824ms
 65: 0.032858ms
 66: 0.032590ms
 67: 0.034191ms
 68: 0.033056ms
 69: 0.025316ms
 70: 0.033307ms
 71: 0.025653ms
 72: 0.025290ms
 73: 0.032420ms
 74: 0.033480ms
 75: 0.033549ms
 76: 0.032976ms
 77: 0.033929ms
 78: 0.032245ms
 79: 0.025121ms
 80: 0.025654ms
 81: 0.032945ms
 82: 0.033049ms
 83: 0.031823ms
 84: 0.025789ms
 85: 0.033011ms
 86: 0.033028ms
 87: 0.032208ms
 88: 0.033231ms
 89: 0.032389ms
 90: 0.035676ms
 91: 0.032598ms
 92: 0.032689ms
 93: 0.033286ms
 94: 0.032130ms
 95: 0.025166ms
 96: 0.032135ms
 97: 0.032997ms
 98: 0.032700ms
 99: 0.032427ms
 100: 0.025456ms
 101: 0.033261ms
 102: 0.032140ms
 103: 0.033575ms
 104: 0.032710ms
 105: 0.034656ms
 106: 0.032739ms
 107: 0.032634ms
 108: 0.038124ms
 109: 0.031925ms
 110: 0.034791ms
 111: 0.032145ms
 112: 0.035435ms
 113: 0.033200ms
 114: 0.025337ms
 115: 0.034179ms
 116: 0.025362ms
 117: 0.033237ms
 118: 0.025838ms
 119: 0.033125ms
 120: 0.032770ms
 121: 0.032274ms
 122: 0.032646ms
 123: 0.033993ms
 124: 0.032840ms
 125: 0.026084ms
 126: 0.033001ms
 127: 0.034845ms
 128: 0.033896ms
 129: 0.033363ms
 130: 0.032994ms
 131: 0.034812ms
 132: 0.032490ms
 133: 0.035171ms
 134: 0.034834ms
 135: 0.024897ms
 136: 0.034960ms
 137: 0.032553ms
 138: 0.033993ms
 139: 0.032272ms
 140: 0.033982ms
 141: 0.032573ms
 142: 0.032282ms
 143: 0.034292ms
 144: 0.032162ms
 145: 0.032263ms
 146: 0.032943ms
 147: 0.032646ms
 148: 0.033330ms
 149: 0.034927ms
 150: 0.032972ms
 151: 0.033421ms
 152: 0.032450ms
 153: 0.033858ms
 154: 0.032230ms
 155: 0.025548ms
 156: 0.033730ms
 157: 0.032905ms
 158: 0.032549ms
 159: 0.025412ms
 160: 0.033173ms
 161: 0.034737ms
 162: 0.032044ms
 163: 0.034475ms
 164: 0.032933ms
 165: 0.033797ms
 166: 0.034959ms
 167: 0.032885ms
 168: 0.033895ms
 169: 0.033245ms
 170: 0.033172ms
 171: 0.033737ms
 172: 0.032507ms
 173: 0.025277ms
 174: 0.033283ms
 175: 0.032806ms
 176: 0.025590ms
 177: 0.032900ms
 178: 0.032176ms
 179: 0.032821ms
 180: 0.032588ms
 181: 0.033366ms
 182: 0.034968ms
 183: 0.034733ms
 184: 0.033323ms
 185: 0.032722ms
 186: 0.025319ms
 187: 0.032646ms
 188: 0.032456ms
 189: 0.033256ms
 190: 0.033136ms
 191: 0.032434ms
 192: 0.032967ms
 193: 0.032242ms
 194: 0.032325ms
 195: 0.032310ms
 196: 0.034595ms
 197: 0.025596ms
 198: 0.032786ms
 199: 0.033770ms


-- Real : Q1: 50 Q2: 100 Q3: 150
-- Array: Q1: 49 Q2: 99 Q3: 149

Measurements
--------------------------
FFT Size            : 32^3
Threads             : 12
Batch               : 1
Iterations          : 200
Avg Tot Runtime     : 0.035855 ms
Runtime per batch   : 0.035855 ms
SD                  : 0.050873 ms
Q1                  : 0.032310 ms
Median              : 0.032828 ms
Q3                  : 0.033480 ms
