Expm 1: Only FFT
N=64, dim=3, Num: 262144

Printing individual runtimes:
 0: 22.306817ms
 1: 0.114809ms
 2: 0.110760ms
 3: 0.110974ms
 4: 0.120286ms
 5: 0.110810ms
 6: 0.120850ms
 7: 0.110280ms
 8: 0.110753ms
 9: 0.111103ms
 10: 0.113136ms
 11: 0.109542ms
 12: 0.109159ms
 13: 0.110364ms
 14: 0.109505ms
 15: 0.121027ms
 16: 0.142325ms
 17: 0.128899ms
 18: 0.129685ms
 19: 0.125267ms
 20: 0.124366ms
 21: 0.123347ms
 22: 0.119732ms
 23: 0.122663ms
 24: 0.114665ms
 25: 0.123367ms
 26: 0.121963ms
 27: 0.128335ms
 28: 0.122756ms
 29: 0.122428ms
 30: 0.123280ms
 31: 0.119413ms
 32: 0.115813ms
 33: 0.123191ms
 34: 0.117300ms
 35: 0.124204ms
 36: 0.126574ms
 37: 0.124961ms
 38: 0.113554ms
 39: 0.128770ms
 40: 0.124234ms
 41: 0.123166ms
 42: 0.127840ms
 43: 0.123807ms
 44: 0.122010ms
 45: 0.115301ms
 46: 0.125165ms
 47: 0.127722ms
 48: 0.127669ms
 49: 0.128784ms
 50: 0.124401ms
 51: 0.129801ms
 52: 0.124133ms
 53: 0.114495ms
 54: 0.123766ms
 55: 0.116047ms
 56: 0.124304ms
 57: 0.134621ms
 58: 0.125534ms
 59: 0.117400ms
 60: 0.116932ms
 61: 0.123546ms
 62: 0.123499ms
 63: 0.123957ms
 64: 0.123882ms
 65: 0.129038ms
 66: 0.115881ms
 67: 0.117494ms
 68: 0.125351ms
 69: 0.115841ms
 70: 0.123488ms
 71: 0.122343ms
 72: 0.122580ms
 73: 0.126198ms
 74: 0.152548ms
 75: 0.120883ms
 76: 0.143948ms
 77: 0.135190ms
 78: 0.130073ms
 79: 0.128816ms
 80: 0.141712ms
 81: 0.133546ms
 82: 0.141241ms
 83: 0.132269ms
 84: 0.134771ms
 85: 0.141647ms
 86: 0.140280ms
 87: 0.142564ms
 88: 1.126411ms
 89: 0.145300ms
 90: 0.139450ms
 91: 0.132171ms
 92: 0.142882ms
 93: 0.140304ms
 94: 0.132226ms
 95: 0.136878ms
 96: 0.132530ms
 97: 0.133663ms
 98: 0.136213ms
 99: 0.130547ms
 100: 0.132599ms
 101: 0.140739ms
 102: 0.137561ms
 103: 0.134811ms
 104: 0.136377ms
 105: 0.152042ms
 106: 0.134868ms
 107: 0.134719ms
 108: 0.137510ms
 109: 0.141934ms
 110: 0.154973ms
 111: 0.154945ms
 112: 0.137176ms
 113: 0.149770ms
 114: 0.146070ms
 115: 0.138281ms
 116: 0.141049ms
 117: 0.138043ms
 118: 0.138963ms
 119: 0.138460ms
 120: 0.136221ms
 121: 0.138684ms
 122: 0.154454ms
 123: 0.137053ms
 124: 0.143625ms
 125: 0.151734ms
 126: 0.139882ms
 127: 0.138028ms
 128: 0.142159ms
 129: 0.147846ms
 130: 0.143489ms
 131: 0.137904ms
 132: 0.141106ms
 133: 0.138088ms
 134: 0.144083ms
 135: 0.149085ms
 136: 0.144517ms
 137: 0.141336ms
 138: 0.158626ms
 139: 0.150047ms
 140: 0.147253ms
 141: 0.155698ms
 142: 0.164025ms
 143: 0.156897ms
 144: 0.157786ms
 145: 0.145965ms
 146: 0.148846ms
 147: 0.147775ms
 148: 0.155599ms
 149: 0.148339ms
 150: 0.148705ms
 151: 0.144468ms
 152: 0.142244ms
 153: 0.142204ms
 154: 0.143590ms
 155: 0.147411ms
 156: 0.156843ms
 157: 0.173058ms
 158: 0.156587ms
 159: 0.157605ms
 160: 0.150509ms
 161: 0.166519ms
 162: 0.151695ms
 163: 0.156315ms
 164: 0.152620ms
 165: 0.163101ms
 166: 0.169807ms
 167: 0.144451ms
 168: 0.148671ms
 169: 0.164361ms
 170: 0.157352ms
 171: 0.177927ms
 172: 0.161523ms
 173: 0.154635ms
 174: 0.168113ms
 175: 0.168161ms
 176: 0.174345ms
 177: 0.163824ms
 178: 0.164055ms
 179: 0.168110ms
 180: 0.168658ms
 181: 0.155860ms
 182: 0.175049ms
 183: 0.158695ms
 184: 0.168219ms
 185: 0.172684ms
 186: 0.169814ms
 187: 0.161950ms
 188: 0.172414ms
 189: 0.165009ms
 190: 0.180543ms
 191: 0.166554ms
 192: 0.160845ms
 193: 0.159665ms
 194: 0.170515ms
 195: 0.164065ms
 196: 0.170378ms
 197: 0.154106ms
 198: 0.168002ms
 199: 0.159352ms


-- Real : Q1: 50 Q2: 100 Q3: 150
-- Array: Q1: 49 Q2: 99 Q3: 149

Measurements
--------------------------
FFT Size            : 64^3
Threads             : 18
Batch               : 1
Iterations          : 200
Avg Tot Runtime     : 0.254968 ms
Runtime per batch   : 0.254968 ms
SD                  : 1.564862 ms
Q1                  : 0.123766 ms
Median              : 0.138155 ms
Q3                  : 0.152620 ms
