Expm 1: Only FFT
N=64, dim=3, Num: 262144

Printing individual runtimes:
 0: 4.734944ms
 1: 0.178532ms
 2: 0.177284ms
 3: 0.176791ms
 4: 0.179394ms
 5: 0.178639ms
 6: 0.177852ms
 7: 0.175742ms
 8: 0.179369ms
 9: 0.178654ms
 10: 0.176701ms
 11: 0.175930ms
 12: 0.177404ms
 13: 0.178415ms
 14: 0.176652ms
 15: 0.176653ms
 16: 0.178217ms
 17: 0.176702ms
 18: 0.212140ms
 19: 0.189260ms
 20: 0.186708ms
 21: 0.190219ms
 22: 0.187515ms
 23: 0.190293ms
 24: 0.187658ms
 25: 0.191768ms
 26: 0.188202ms
 27: 0.189188ms
 28: 0.190359ms
 29: 0.195645ms
 30: 0.194443ms
 31: 0.190435ms
 32: 0.191188ms
 33: 0.191198ms
 34: 0.189108ms
 35: 0.190321ms
 36: 0.190907ms
 37: 0.184841ms
 38: 0.200419ms
 39: 0.193860ms
 40: 0.198162ms
 41: 0.195791ms
 42: 0.194838ms
 43: 0.202938ms
 44: 0.194802ms
 45: 0.201155ms
 46: 0.198143ms
 47: 0.198952ms
 48: 0.195086ms
 49: 0.197257ms
 50: 0.197960ms
 51: 0.196109ms
 52: 0.196612ms
 53: 0.208212ms
 54: 0.195039ms
 55: 0.208436ms
 56: 0.200523ms
 57: 0.197147ms
 58: 0.204813ms
 59: 0.197404ms
 60: 0.212148ms
 61: 0.207736ms
 62: 0.220185ms
 63: 0.203260ms
 64: 0.207505ms
 65: 0.218522ms
 66: 0.209522ms
 67: 0.211610ms
 68: 0.212508ms
 69: 0.209141ms
 70: 0.211139ms
 71: 0.204686ms
 72: 0.212353ms
 73: 0.217536ms
 74: 0.207220ms
 75: 0.220615ms
 76: 0.205492ms
 77: 0.206830ms
 78: 0.231547ms
 79: 0.231450ms
 80: 0.228329ms
 81: 0.214861ms
 82: 0.216696ms
 83: 0.220469ms
 84: 0.231821ms
 85: 0.230409ms
 86: 0.232298ms
 87: 0.226561ms
 88: 0.222355ms
 89: 1.715198ms
 90: 0.198130ms
 91: 0.195773ms
 92: 0.199550ms
 93: 0.204806ms
 94: 0.203584ms
 95: 0.197829ms
 96: 0.204492ms
 97: 0.195356ms
 98: 0.203445ms
 99: 0.203459ms
 100: 0.206432ms
 101: 0.196508ms
 102: 0.198546ms
 103: 0.197672ms
 104: 0.211886ms
 105: 0.211491ms
 106: 0.202022ms
 107: 0.209526ms
 108: 0.207386ms
 109: 0.206151ms
 110: 0.215521ms
 111: 0.202438ms
 112: 0.206309ms
 113: 0.205357ms
 114: 0.224512ms
 115: 0.206121ms
 116: 0.203167ms
 117: 0.214917ms
 118: 0.207844ms
 119: 0.204095ms
 120: 0.201453ms
 121: 0.214655ms
 122: 0.207619ms
 123: 0.208388ms
 124: 0.217162ms
 125: 0.214730ms
 126: 0.210317ms
 127: 0.207292ms
 128: 0.219880ms
 129: 0.205096ms
 130: 0.203163ms
 131: 0.208263ms
 132: 0.214440ms
 133: 0.207076ms
 134: 0.218138ms
 135: 0.208314ms
 136: 0.210337ms
 137: 0.204548ms
 138: 0.210442ms
 139: 0.216504ms
 140: 0.209339ms
 141: 0.208643ms
 142: 0.206496ms
 143: 0.209390ms
 144: 0.216907ms
 145: 0.201786ms
 146: 0.212515ms
 147: 0.209100ms
 148: 0.212156ms
 149: 0.209630ms
 150: 0.203283ms
 151: 0.210344ms
 152: 0.208902ms
 153: 0.203126ms
 154: 0.209895ms
 155: 0.204350ms
 156: 0.213773ms
 157: 0.216259ms
 158: 0.212311ms
 159: 0.205348ms
 160: 0.203244ms
 161: 0.215027ms
 162: 0.202196ms
 163: 0.210817ms
 164: 0.214123ms
 165: 0.202490ms
 166: 0.207326ms
 167: 0.209804ms
 168: 0.204134ms
 169: 0.208616ms
 170: 0.207116ms
 171: 0.209849ms
 172: 0.207149ms
 173: 0.209339ms
 174: 0.215150ms
 175: 0.206142ms
 176: 0.210543ms
 177: 0.209037ms
 178: 0.215009ms
 179: 0.204919ms
 180: 0.208990ms
 181: 0.211970ms
 182: 0.201016ms
 183: 0.203384ms
 184: 0.207543ms
 185: 0.205526ms
 186: 0.205707ms
 187: 0.204945ms
 188: 0.210408ms
 189: 0.208056ms
 190: 0.213196ms
 191: 0.204867ms
 192: 0.220139ms
 193: 0.208329ms
 194: 0.204811ms
 195: 0.205059ms
 196: 0.210482ms
 197: 0.209070ms
 198: 0.205316ms
 199: 0.199247ms


-- Real : Q1: 50 Q2: 100 Q3: 150
-- Array: Q1: 49 Q2: 99 Q3: 149

Measurements
--------------------------
FFT Size            : 64^3
Threads             : 8
Batch               : 1
Iterations          : 200
Avg Tot Runtime     : 0.234024 ms
Runtime per batch   : 0.234024 ms
SD                  : 0.336613 ms
Q1                  : 0.197257 ms
Median              : 0.205616 ms
Q3                  : 0.210337 ms
