Expm 1: Only FFT
N=64, dim=3, Num: 262144

Printing individual runtimes:
 0: 5.726142ms
 1: 0.175686ms
 2: 0.174368ms
 3: 0.175773ms
 4: 0.176025ms
 5: 0.177070ms
 6: 0.174055ms
 7: 0.175165ms
 8: 0.178721ms
 9: 0.177523ms
 10: 0.175772ms
 11: 0.176450ms
 12: 0.177299ms
 13: 0.175715ms
 14: 0.176761ms
 15: 0.177285ms
 16: 0.176199ms
 17: 0.177863ms
 18: 0.174974ms
 19: 0.178106ms
 20: 0.176400ms
 21: 0.177240ms
 22: 0.179215ms
 23: 0.175756ms
 24: 0.176695ms
 25: 0.176369ms
 26: 0.180017ms
 27: 0.175542ms
 28: 0.175499ms
 29: 0.176331ms
 30: 0.173488ms
 31: 0.179158ms
 32: 0.197775ms
 33: 0.188446ms
 34: 0.189027ms
 35: 0.190502ms
 36: 0.187706ms
 37: 0.189741ms
 38: 0.191268ms
 39: 0.192881ms
 40: 0.188925ms
 41: 0.188633ms
 42: 0.186084ms
 43: 0.194333ms
 44: 0.188491ms
 45: 0.170879ms
 46: 0.187573ms
 47: 0.191053ms
 48: 0.187456ms
 49: 0.186120ms
 50: 0.189120ms
 51: 0.192743ms
 52: 0.189681ms
 53: 0.191175ms
 54: 0.197552ms
 55: 0.199185ms
 56: 0.194305ms
 57: 0.198128ms
 58: 0.197513ms
 59: 0.197465ms
 60: 0.193408ms
 61: 0.195048ms
 62: 0.199289ms
 63: 0.204710ms
 64: 0.188732ms
 65: 0.197067ms
 66: 0.196352ms
 67: 0.195262ms
 68: 0.199878ms
 69: 0.215387ms
 70: 0.205014ms
 71: 0.204728ms
 72: 0.213316ms
 73: 0.208128ms
 74: 0.208976ms
 75: 0.204616ms
 76: 0.204360ms
 77: 0.210617ms
 78: 0.213732ms
 79: 0.211024ms
 80: 0.212766ms
 81: 0.210929ms
 82: 0.213196ms
 83: 0.206808ms
 84: 0.207965ms
 85: 0.196189ms
 86: 0.209942ms
 87: 0.211144ms
 88: 0.209888ms
 89: 1.940269ms
 90: 0.190792ms
 91: 0.191754ms
 92: 0.193134ms
 93: 0.195358ms
 94: 0.188528ms
 95: 0.188250ms
 96: 0.189061ms
 97: 0.187928ms
 98: 0.189427ms
 99: 0.189603ms
 100: 0.187210ms
 101: 0.188153ms
 102: 0.196256ms
 103: 0.186634ms
 104: 0.191417ms
 105: 0.187551ms
 106: 0.189912ms
 107: 0.186627ms
 108: 0.186103ms
 109: 0.187683ms
 110: 0.191568ms
 111: 0.187407ms
 112: 0.190902ms
 113: 0.189013ms
 114: 0.198277ms
 115: 0.192838ms
 116: 0.186206ms
 117: 0.185506ms
 118: 0.189156ms
 119: 0.185870ms
 120: 0.187855ms
 121: 0.191697ms
 122: 0.192076ms
 123: 0.185861ms
 124: 0.188541ms
 125: 0.185482ms
 126: 0.189181ms
 127: 0.188072ms
 128: 0.195481ms
 129: 0.187442ms
 130: 0.190493ms
 131: 0.186264ms
 132: 0.188076ms
 133: 0.190833ms
 134: 0.193246ms
 135: 0.185241ms
 136: 0.188368ms
 137: 0.191805ms
 138: 0.188587ms
 139: 0.193253ms
 140: 0.188449ms
 141: 0.186768ms
 142: 0.188365ms
 143: 0.186443ms
 144: 0.189460ms
 145: 0.186303ms
 146: 0.193295ms
 147: 0.194765ms
 148: 0.191308ms
 149: 0.192618ms
 150: 0.193102ms
 151: 0.189008ms
 152: 0.189022ms
 153: 0.189007ms
 154: 0.190655ms
 155: 0.194843ms
 156: 0.186294ms
 157: 0.185989ms
 158: 0.192028ms
 159: 0.186041ms
 160: 0.190536ms
 161: 0.186724ms
 162: 0.191757ms
 163: 0.193468ms
 164: 0.187675ms
 165: 0.186393ms
 166: 0.187271ms
 167: 0.191347ms
 168: 0.191921ms
 169: 0.186699ms
 170: 0.188463ms
 171: 0.189001ms
 172: 0.188552ms
 173: 0.191274ms
 174: 0.187392ms
 175: 0.187208ms
 176: 0.186827ms
 177: 0.186350ms
 178: 0.192496ms
 179: 0.186763ms
 180: 0.190864ms
 181: 0.188912ms
 182: 0.186911ms
 183: 0.186436ms
 184: 0.189290ms
 185: 0.190785ms
 186: 0.186000ms
 187: 0.186315ms
 188: 0.186562ms
 189: 0.189974ms
 190: 0.191641ms
 191: 0.187357ms
 192: 0.189002ms
 193: 0.195561ms
 194: 0.187068ms
 195: 0.191813ms
 196: 0.190298ms
 197: 0.191024ms
 198: 0.191900ms
 199: 0.189631ms


-- Real : Q1: 50 Q2: 100 Q3: 150
-- Array: Q1: 49 Q2: 99 Q3: 149

Measurements
--------------------------
FFT Size            : 64^3
Threads             : 9
Batch               : 1
Iterations          : 200
Avg Tot Runtime     : 0.226332 ms
Runtime per batch   : 0.226332 ms
SD                  : 0.409047 ms
Q1                  : 0.186120 ms
Median              : 0.189018 ms
Q3                  : 0.192618 ms
