Expm 1: Only FFT
N=64, dim=3, Num: 262144

Printing individual runtimes:
 0: 0.427011ms
 1: 0.265644ms
 2: 0.262937ms
 3: 0.263811ms
 4: 0.264162ms
 5: 0.263830ms
 6: 0.261651ms
 7: 0.265948ms
 8: 0.265423ms
 9: 0.268475ms
 10: 0.261971ms
 11: 0.268676ms
 12: 0.262334ms
 13: 0.263789ms
 14: 0.262920ms
 15: 0.264964ms
 16: 0.268735ms
 17: 0.268573ms
 18: 0.323875ms
 19: 0.302809ms
 20: 0.306493ms
 21: 0.303883ms
 22: 0.309561ms
 23: 0.303912ms
 24: 0.303397ms
 25: 0.308288ms
 26: 0.304646ms
 27: 0.306934ms
 28: 0.300416ms
 29: 0.304258ms
 30: 0.304427ms
 31: 0.304673ms
 32: 0.311871ms
 33: 0.307112ms
 34: 0.304299ms
 35: 0.301512ms
 36: 0.310899ms
 37: 0.302692ms
 38: 0.354614ms
 39: 0.341847ms
 40: 0.341269ms
 41: 0.346074ms
 42: 0.344704ms
 43: 0.342139ms
 44: 0.336932ms
 45: 0.338340ms
 46: 0.340593ms
 47: 0.341575ms
 48: 0.344594ms
 49: 0.340831ms
 50: 0.349047ms
 51: 0.341385ms
 52: 0.344409ms
 53: 0.342643ms
 54: 0.341712ms
 55: 0.345975ms
 56: 0.341536ms
 57: 0.345067ms
 58: 0.340455ms
 59: 0.354839ms
 60: 0.340661ms
 61: 0.345994ms
 62: 0.344162ms
 63: 0.345595ms
 64: 0.345528ms
 65: 0.346530ms
 66: 0.344278ms
 67: 0.342632ms
 68: 0.352161ms
 69: 0.342252ms
 70: 0.346924ms
 71: 0.349194ms
 72: 0.346626ms
 73: 0.343856ms
 74: 0.338850ms
 75: 0.344552ms
 76: 0.340849ms
 77: 0.340642ms
 78: 0.343696ms
 79: 0.342364ms
 80: 0.346013ms
 81: 0.339328ms
 82: 0.342859ms
 83: 0.338374ms
 84: 0.354582ms
 85: 0.343870ms
 86: 0.337920ms
 87: 0.338357ms
 88: 0.643407ms
 89: 0.356537ms
 90: 0.347379ms
 91: 0.345412ms
 92: 0.339650ms
 93: 0.345546ms
 94: 0.346073ms
 95: 0.341515ms
 96: 0.342570ms
 97: 0.341220ms
 98: 0.344902ms
 99: 0.344314ms
 100: 0.339759ms
 101: 0.341220ms
 102: 0.341080ms
 103: 0.348238ms
 104: 0.344079ms
 105: 0.345675ms
 106: 0.340114ms
 107: 0.344675ms
 108: 0.345560ms
 109: 0.343380ms
 110: 0.342518ms
 111: 0.338888ms
 112: 0.344247ms
 113: 0.343186ms
 114: 0.342092ms
 115: 0.340323ms
 116: 0.343958ms
 117: 0.343426ms
 118: 0.343361ms
 119: 0.348919ms
 120: 0.343721ms
 121: 0.354559ms
 122: 0.344523ms
 123: 0.347454ms
 124: 0.340227ms
 125: 0.338679ms
 126: 0.344448ms
 127: 0.337755ms
 128: 0.344011ms
 129: 0.347485ms
 130: 0.347032ms
 131: 0.339210ms
 132: 0.340952ms
 133: 0.343331ms
 134: 0.341011ms
 135: 0.341474ms
 136: 0.342995ms
 137: 0.342312ms
 138: 0.335572ms
 139: 0.342737ms
 140: 0.346348ms
 141: 0.347707ms
 142: 0.340309ms
 143: 0.341141ms
 144: 0.346169ms
 145: 0.348751ms
 146: 0.347345ms
 147: 0.346627ms
 148: 0.355267ms
 149: 0.345919ms
 150: 0.342770ms
 151: 0.348072ms
 152: 0.343888ms
 153: 0.343516ms
 154: 0.337721ms
 155: 0.344197ms
 156: 0.339324ms
 157: 0.339891ms
 158: 0.343574ms
 159: 0.338575ms
 160: 0.344205ms
 161: 0.344948ms
 162: 0.342559ms
 163: 0.340431ms
 164: 0.348363ms
 165: 0.341532ms
 166: 0.337850ms
 167: 0.343192ms
 168: 0.338826ms
 169: 0.346552ms
 170: 0.348461ms
 171: 0.348877ms
 172: 0.354457ms
 173: 0.341967ms
 174: 0.348491ms
 175: 0.338961ms
 176: 0.349324ms
 177: 0.342412ms
 178: 0.344140ms
 179: 0.350464ms
 180: 0.338726ms
 181: 0.337871ms
 182: 0.342361ms
 183: 0.349143ms
 184: 0.345444ms
 185: 0.340422ms
 186: 0.342082ms
 187: 0.342073ms
 188: 0.341503ms
 189: 0.341313ms
 190: 0.345831ms
 191: 0.344139ms
 192: 0.343937ms
 193: 0.344034ms
 194: 0.341137ms
 195: 0.342200ms
 196: 0.339309ms
 197: 0.345924ms
 198: 0.337902ms
 199: 0.343299ms


-- Real : Q1: 50 Q2: 100 Q3: 150
-- Array: Q1: 49 Q2: 99 Q3: 149

Measurements
--------------------------
FFT Size            : 64^3
Threads             : 4
Batch               : 1
Iterations          : 200
Avg Tot Runtime     : 0.335203 ms
Runtime per batch   : 0.335203 ms
SD                  : 0.033080 ms
Q1                  : 0.338679 ms
Median              : 0.342336 ms
Q3                  : 0.345412 ms
