Expm 1: Only FFT
N=64, dim=3, Num: 262144

Printing individual runtimes:
 0: 6.189118ms
 1: 0.131936ms
 2: 0.136261ms
 3: 0.133734ms
 4: 0.132746ms
 5: 0.129592ms
 6: 0.127864ms
 7: 0.126900ms
 8: 0.127753ms
 9: 0.131163ms
 10: 0.131726ms
 11: 0.129713ms
 12: 0.134184ms
 13: 0.130021ms
 14: 0.130910ms
 15: 0.125378ms
 16: 0.129012ms
 17: 0.129796ms
 18: 0.131968ms
 19: 0.127741ms
 20: 0.133437ms
 21: 0.130825ms
 22: 0.129613ms
 23: 0.132428ms
 24: 0.131850ms
 25: 0.127886ms
 26: 0.128548ms
 27: 0.126103ms
 28: 0.132701ms
 29: 0.132584ms
 30: 0.130887ms
 31: 0.131082ms
 32: 0.133408ms
 33: 0.147071ms
 34: 0.138003ms
 35: 0.135615ms
 36: 0.133972ms
 37: 0.136296ms
 38: 0.146127ms
 39: 0.139266ms
 40: 0.140192ms
 41: 0.137832ms
 42: 0.138193ms
 43: 0.137759ms
 44: 0.134223ms
 45: 0.151183ms
 46: 0.133958ms
 47: 0.138454ms
 48: 0.144989ms
 49: 0.134319ms
 50: 0.135145ms
 51: 0.136689ms
 52: 0.139436ms
 53: 0.135267ms
 54: 0.149365ms
 55: 0.148020ms
 56: 0.143335ms
 57: 0.143082ms
 58: 0.153030ms
 59: 0.150332ms
 60: 0.152607ms
 61: 0.154013ms
 62: 0.149465ms
 63: 0.148957ms
 64: 0.141845ms
 65: 0.144840ms
 66: 0.148023ms
 67: 0.164559ms
 68: 0.143120ms
 69: 0.168320ms
 70: 0.146103ms
 71: 0.155986ms
 72: 0.158247ms
 73: 0.160250ms
 74: 0.157424ms
 75: 0.153105ms
 76: 0.146564ms
 77: 0.151055ms
 78: 0.158187ms
 79: 0.149375ms
 80: 0.151075ms
 81: 0.150664ms
 82: 0.153111ms
 83: 0.163900ms
 84: 0.162708ms
 85: 0.145978ms
 86: 0.157127ms
 87: 0.152234ms
 88: 0.156727ms
 89: 0.161122ms
 90: 1.944250ms
 91: 0.143821ms
 92: 0.153284ms
 93: 0.155234ms
 94: 0.152237ms
 95: 0.147170ms
 96: 0.150423ms
 97: 0.154114ms
 98: 0.144604ms
 99: 0.155402ms
 100: 0.148121ms
 101: 0.147778ms
 102: 0.148403ms
 103: 0.139293ms
 104: 0.150586ms
 105: 0.153998ms
 106: 0.160310ms
 107: 0.148545ms
 108: 0.145661ms
 109: 0.147957ms
 110: 0.153885ms
 111: 0.168911ms
 112: 0.153555ms
 113: 0.157416ms
 114: 0.156325ms
 115: 0.154663ms
 116: 0.152234ms
 117: 0.153572ms
 118: 0.146381ms
 119: 0.145069ms
 120: 0.156928ms
 121: 0.154875ms
 122: 0.153868ms
 123: 0.156231ms
 124: 0.159710ms
 125: 0.146814ms
 126: 0.167758ms
 127: 0.156120ms
 128: 0.147406ms
 129: 0.159135ms
 130: 0.151057ms
 131: 0.164044ms
 132: 0.154839ms
 133: 0.144755ms
 134: 0.154007ms
 135: 0.150678ms
 136: 0.152346ms
 137: 0.161168ms
 138: 0.159267ms
 139: 0.155464ms
 140: 0.157051ms
 141: 0.154673ms
 142: 0.151537ms
 143: 0.157244ms
 144: 0.156744ms
 145: 0.154323ms
 146: 0.152294ms
 147: 0.144196ms
 148: 0.153354ms
 149: 0.149961ms
 150: 0.159436ms
 151: 0.156378ms
 152: 0.151508ms
 153: 0.158753ms
 154: 0.170437ms
 155: 0.152805ms
 156: 0.160325ms
 157: 0.152696ms
 158: 0.158840ms
 159: 0.172158ms
 160: 0.169723ms
 161: 0.160453ms
 162: 0.154533ms
 163: 0.150211ms
 164: 0.152741ms
 165: 0.157456ms
 166: 0.156604ms
 167: 0.153914ms
 168: 0.147813ms
 169: 0.157248ms
 170: 0.156133ms
 171: 0.159552ms
 172: 0.157839ms
 173: 0.151390ms
 174: 0.152706ms
 175: 0.156722ms
 176: 0.156620ms
 177: 0.169433ms
 178: 0.149998ms
 179: 0.154065ms
 180: 0.146874ms
 181: 0.154487ms
 182: 0.154142ms
 183: 0.150932ms
 184: 0.151779ms
 185: 0.148440ms
 186: 0.148585ms
 187: 0.154568ms
 188: 0.152862ms
 189: 0.152780ms
 190: 0.169519ms
 191: 0.155645ms
 192: 0.154189ms
 193: 0.154430ms
 194: 0.160557ms
 195: 0.149490ms
 196: 0.147585ms
 197: 0.156723ms
 198: 0.154759ms
 199: 0.149598ms


-- Real : Q1: 50 Q2: 100 Q3: 150
-- Array: Q1: 49 Q2: 99 Q3: 149

Measurements
--------------------------
FFT Size            : 64^3
Threads             : 17
Batch               : 1
Iterations          : 200
Avg Tot Runtime     : 0.187671 ms
Runtime per batch   : 0.187671 ms
SD                  : 0.444013 ms
Q1                  : 0.139293 ms
Median              : 0.150518 ms
Q3                  : 0.155986 ms
