Threads,PlanTime(sec)
1,0.816211
2,1.163109
3,1.332870
4,0.968607
5,1.437677
6,1.416530
7,1.303353
8,0.934643
9,1.183509
10,1.161417
11,1.030909
12,1.015458
13,1.163975
14,1.119353
15,1.098455
16,0.943105
17,1.008660
18,1.158806
19,1.123943
20,1.015879
21,1.136159
22,1.216693
23,1.258777
24,1.169254
25,1.116501
26,1.244396
27,1.208335
28,1.102110
29,1.200796
30,1.215758
31,1.280878
32,1.130183
33,1.333411
34,1.188984
35,1.255919
36,1.188256
37,1.294807
38,1.217780
39,1.390100
40,1.206842
