Threads,PlanTime(sec)
1,6.522553
2,8.790550
3,12.039461
4,7.319738
5,9.161864
6,8.534308
7,8.421193
8,5.788942
9,7.228459
10,6.915342
11,6.856805
12,6.837929
13,6.653466
14,6.815313
15,6.418843
16,5.725369
17,6.472658
18,6.582939
19,6.234182
20,6.560399
21,6.847654
22,6.541775
23,6.527069
24,6.750879
25,6.596857
26,6.719780
27,6.480725
28,6.418774
29,6.471786
30,6.578229
31,6.814255
32,5.983187
33,6.947829
34,6.805780
35,6.888290
36,6.605766
37,6.675394
38,6.600767
39,6.798936
40,6.635637
