Threads,PlanTime(sec)
1,0.075907
2,0.093869
3,0.106743
4,0.091519
5,0.143600
6,0.145080
7,0.139541
8,0.096482
9,0.117198
10,0.150183
11,0.113397
12,0.112343
13,0.149176
14,0.125769
15,0.143611
16,0.106714
17,0.134582
18,0.143205
19,0.111201
20,0.119555
21,0.176935
22,0.144554
23,0.148793
24,0.152811
25,0.178825
26,0.122536
27,0.130658
28,0.160891
29,0.137756
30,0.170214
31,0.139195
32,0.118829
33,0.170899
34,0.185377
35,0.171680
36,0.185928
37,0.167769
38,0.198123
39,0.228167
40,0.177516
