Threads,PlanTime(sec)
1,0.105052
2,0.130954
3,0.147124
4,0.126822
5,0.145894
6,0.140555
7,0.142422
8,0.117878
9,0.151018
10,0.144815
11,0.151909
12,0.151599
13,0.156880
14,0.154047
15,0.152273
16,0.138687
17,0.150726
18,0.151083
19,0.159134
20,0.155232
21,0.162090
22,0.157710
23,0.163191
24,0.156430
25,0.168427
26,0.161487
27,0.170524
28,0.163036
29,0.157204
30,0.163798
31,0.169380
32,0.153839
33,0.195197
34,0.196475
35,0.204407
36,0.201083
37,0.206892
38,0.223603
39,0.228313
40,0.226111
