Threads,PlanTime(sec)
1,0.330772
2,0.450165
3,0.504868
4,0.397744
5,0.449553
6,0.451225
7,0.437912
8,0.360707
9,0.433512
10,0.430297
11,0.453182
12,0.429512
13,0.431462
14,0.428744
15,0.426083
16,0.400828
17,0.446614
18,0.450698
19,0.443545
20,0.440105
21,0.465126
22,0.457348
23,0.514019
24,0.518192
25,0.520376
26,0.510922
27,0.526042
28,0.531098
29,0.516377
30,0.537566
31,0.537362
32,0.475232
33,0.496309
34,0.495347
35,0.506734
36,0.513732
37,0.544810
38,0.527064
39,0.525936
40,0.505068
