Threads,PlanTime(sec)
1,1.962471
2,2.568684
3,3.043957
4,2.276808
5,2.580657
6,2.482276
7,2.365495
8,2.082835
9,2.312856
10,2.261602
11,2.284641
12,2.274755
13,2.280234
14,2.242805
15,2.209783
16,2.114841
17,2.225404
18,2.196864
19,2.215522
20,2.226048
21,2.194995
22,2.319868
23,2.284380
24,2.260498
25,2.278585
26,2.287491
27,2.241052
28,2.305206
29,2.265711
30,2.308742
31,2.309680
32,2.244136
33,2.383820
34,2.326236
35,2.391604
36,2.379468
37,2.472391
38,2.426039
39,2.462121
40,2.464246
