Threads,PlanTime(sec)
1,4.025464
2,5.120055
3,6.617607
4,3.783228
5,5.094449
6,7.495206
7,6.314334
8,3.465336
9,4.680237
10,4.180637
11,4.087340
12,4.155967
13,4.109229
14,4.007496
15,3.590092
16,3.243799
17,3.653418
18,4.333238
19,3.536274
20,4.573924
21,4.466670
22,4.632012
23,4.071447
24,4.463342
25,4.008611
26,4.611034
27,4.498677
28,4.873922
29,4.239801
30,4.509902
31,4.477314
32,3.986291
33,4.195984
34,4.271886
35,4.531707
36,4.713502
37,4.570807
38,4.516185
39,4.669214
40,4.663523
