Threads,PlanTime(sec)
1,0.208488
2,0.272207
3,0.302512
4,0.243873
5,0.305383
6,0.380023
7,0.307812
8,0.250232
9,0.293920
10,0.275806
11,0.365978
12,0.277138
13,0.284028
14,0.338745
15,0.281492
16,0.289473
17,0.365768
18,0.295826
19,0.276160
20,0.316923
21,0.295042
22,0.346213
23,0.403900
24,0.373043
25,0.407101
26,0.381261
27,0.372942
28,0.429468
29,0.359110
30,0.446854
31,0.440411
32,0.308012
33,0.390124
34,0.451395
35,0.359107
36,0.344603
37,0.426848
38,0.375521
39,0.359301
40,0.448873
