Threads,PlanTime(sec)
1,0.469854
2,1.539027
3,2.528931
4,1.700847
5,2.909426
6,2.686296
7,2.745963
8,1.865835
9,3.348366
10,3.297773
11,2.845270
12,4.232583
13,4.296919
14,4.216602
15,3.927146
16,1.970137
17,3.614953
18,3.580262
19,3.517774
20,3.601279
21,4.001989
22,3.879480
23,3.936262
24,4.069273
25,4.202959
26,3.800156
27,3.905850
28,4.057125
29,3.907666
30,3.987319
31,3.849949
32,2.566122
33,4.134820
34,4.482465
35,4.193036
36,4.565587
37,4.228616
38,4.744989
39,5.151187
40,4.792661
