Threads,PlanTime(sec)
30,15338.029180
31,14184.542454
32,14786.231182
33,17320.284939
34,16734.476686
35,15706.137904
36,15765.459586
37,15374.145776
38,15739.853687
39,17045.501097
40,14842.760362
