Expm 1: Only FFT
N=256, dim=3, Num: 16777216

Printing individual runtimes:
 0: 17.572712ms
 1: 14.318612ms
 2: 15.154361ms
 3: 15.450363ms
 4: 13.587347ms
 5: 14.713462ms
 6: 14.916818ms
 7: 15.046344ms
 8: 15.266764ms
 9: 13.604053ms
 10: 14.907149ms
 11: 14.377724ms
 12: 14.531192ms
 13: 13.756181ms
 14: 13.815130ms
 15: 13.626650ms
 16: 15.341846ms
 17: 13.862302ms
 18: 14.651818ms
 19: 13.303820ms
 20: 15.744688ms
 21: 11.992998ms
 22: 14.183448ms
 23: 13.474952ms
 24: 13.348906ms
 25: 12.361300ms
 26: 15.912057ms
 27: 12.354634ms
 28: 13.708250ms
 29: 13.111975ms
 30: 13.136748ms
 31: 12.370242ms
 32: 14.994454ms
 33: 11.952236ms
 34: 12.733347ms
 35: 12.109702ms
 36: 14.565239ms
 37: 15.292275ms
 38: 12.546478ms
 39: 12.952280ms
 40: 14.996322ms
 41: 12.572998ms
 42: 13.338174ms
 43: 12.545708ms
 44: 13.686789ms
 45: 12.840759ms
 46: 14.485908ms
 47: 13.102053ms
 48: 13.486411ms
 49: 13.723542ms
 50: 14.331584ms
 51: 15.256531ms
 52: 12.996471ms
 53: 13.192758ms
 54: 14.092154ms
 55: 13.480967ms
 56: 12.355893ms
 57: 12.619008ms
 58: 13.513619ms
 59: 13.830608ms
 60: 13.688165ms
 61: 13.807288ms
 62: 13.668833ms
 63: 13.935767ms
 64: 14.076000ms
 65: 16.667881ms
 66: 13.997710ms
 67: 12.950323ms
 68: 13.209515ms
 69: 13.880692ms
 70: 13.899289ms
 71: 14.206539ms
 72: 14.127270ms
 73: 12.618860ms
 74: 13.691720ms
 75: 13.650771ms
 76: 13.581720ms
 77: 13.904021ms
 78: 13.979564ms
 79: 12.526660ms
 80: 12.983485ms
 81: 13.567816ms
 82: 13.711368ms
 83: 13.327766ms
 84: 14.651541ms
 85: 12.731829ms
 86: 13.565390ms
 87: 13.800745ms
 88: 13.698500ms
 89: 13.830756ms
 90: 12.634158ms
 91: 12.820812ms
 92: 13.752528ms
 93: 13.320044ms
 94: 12.248028ms
 95: 13.150742ms
 96: 12.460558ms
 97: 12.073894ms
 98: 12.801652ms
 99: 14.735702ms
 100: 13.241391ms
 101: 13.145577ms
 102: 13.156653ms
 103: 12.721567ms
 104: 12.676166ms
 105: 12.445251ms
 106: 12.770259ms
 107: 13.766905ms
 108: 14.132278ms
 109: 12.777637ms
 110: 12.762445ms
 111: 14.112981ms
 112: 12.036020ms
 113: 14.153792ms
 114: 12.144706ms
 115: 13.672676ms
 116: 12.135530ms
 117: 14.211301ms
 118: 12.255900ms
 119: 11.790561ms
 120: 12.208236ms
 121: 12.389870ms
 122: 12.474347ms
 123: 14.312439ms
 124: 11.655345ms
 125: 13.765263ms
 126: 12.989742ms
 127: 13.276059ms
 128: 11.557445ms
 129: 12.379970ms
 130: 12.270663ms
 131: 13.101266ms
 132: 14.239795ms
 133: 12.083464ms
 134: 12.492527ms
 135: 12.410969ms
 136: 13.177548ms
 137: 11.593798ms
 138: 14.686269ms
 139: 14.600040ms
 140: 12.642925ms
 141: 14.015849ms
 142: 14.271086ms
 143: 12.987846ms
 144: 13.022894ms
 145: 12.250528ms
 146: 12.107716ms
 147: 11.824963ms
 148: 13.141944ms
 149: 13.438215ms
 150: 13.236620ms
 151: 12.581197ms
 152: 13.326036ms
 153: 13.102065ms
 154: 12.856284ms
 155: 12.432952ms
 156: 11.494627ms
 157: 12.133058ms
 158: 13.308381ms
 159: 12.885705ms
 160: 12.750077ms
 161: 11.746313ms
 162: 12.939031ms
 163: 12.700314ms
 164: 12.825741ms
 165: 12.326794ms
 166: 14.279996ms
 167: 13.290748ms
 168: 13.336091ms
 169: 11.841378ms
 170: 12.787429ms
 171: 12.355609ms
 172: 13.886893ms
 173: 12.689578ms
 174: 13.379300ms
 175: 12.136914ms
 176: 11.444482ms
 177: 13.004021ms
 178: 12.149738ms
 179: 13.974369ms
 180: 12.116462ms
 181: 12.233134ms
 182: 13.216441ms
 183: 14.062179ms
 184: 12.849269ms
 185: 13.707830ms
 186: 14.476957ms
 187: 13.129729ms
 188: 13.657022ms
 189: 11.251161ms
 190: 13.380279ms
 191: 12.930572ms
 192: 12.866154ms
 193: 13.755257ms
 194: 15.759300ms
 195: 13.964371ms
 196: 12.787493ms
 197: 13.546873ms
 198: 12.880023ms
 199: 13.122145ms


-- Real : Q1: 50 Q2: 100 Q3: 150
-- Array: Q1: 49 Q2: 99 Q3: 149

Measurements
--------------------------
FFT Size            : 256^3
Threads             : 33
Batch               : 1
Iterations          : 200
Avg Tot Runtime     : 13.347040 ms
Runtime per batch   : 13.347040 ms
SD                  : 1.009866 ms
Q1                  : 12.619008 ms
Median              : 13.256340 ms
Q3                  : 13.886893 ms
