Expm 1: Only FFT
N=64, dim=3, Num: 262144

Printing individual runtimes:
 0: 26.527843ms
 1: 0.149022ms
 2: 0.151851ms
 3: 0.148220ms
 4: 0.146100ms
 5: 0.150362ms
 6: 0.147638ms
 7: 0.143204ms
 8: 0.148823ms
 9: 0.136917ms
 10: 0.132609ms
 11: 0.141889ms
 12: 0.143245ms
 13: 0.131031ms
 14: 0.148604ms
 15: 0.147105ms
 16: 0.143032ms
 17: 0.149443ms
 18: 0.145997ms
 19: 0.147258ms
 20: 0.147817ms
 21: 0.150471ms
 22: 0.154126ms
 23: 0.153841ms
 24: 0.145592ms
 25: 0.145265ms
 26: 0.150762ms
 27: 0.154415ms
 28: 0.149774ms
 29: 0.154998ms
 30: 0.161298ms
 31: 0.147981ms
 32: 0.150883ms
 33: 0.159423ms
 34: 0.144462ms
 35: 0.152068ms
 36: 0.159085ms
 37: 0.152190ms
 38: 0.154993ms
 39: 0.145664ms
 40: 0.152468ms
 41: 0.155553ms
 42: 0.148146ms
 43: 0.147285ms
 44: 0.146732ms
 45: 0.148012ms
 46: 0.154811ms
 47: 0.155270ms
 48: 0.154449ms
 49: 0.143792ms
 50: 0.146184ms
 51: 0.150216ms
 52: 0.146491ms
 53: 0.157253ms
 54: 0.157851ms
 55: 0.148102ms
 56: 0.154172ms
 57: 0.150827ms
 58: 0.149668ms
 59: 0.150124ms
 60: 0.145472ms
 61: 0.155115ms
 62: 0.144798ms
 63: 0.155190ms
 64: 0.154076ms
 65: 0.146805ms
 66: 0.148469ms
 67: 0.151006ms
 68: 0.145379ms
 69: 0.151953ms
 70: 0.151463ms
 71: 0.152463ms
 72: 0.157942ms
 73: 0.146728ms
 74: 0.147526ms
 75: 0.151400ms
 76: 0.159011ms
 77: 0.156879ms
 78: 0.156078ms
 79: 0.146037ms
 80: 0.143844ms
 81: 0.157196ms
 82: 0.144879ms
 83: 0.141151ms
 84: 0.151064ms
 85: 0.149662ms
 86: 0.150085ms
 87: 1.790700ms
 88: 0.126308ms
 89: 0.128171ms
 90: 0.133441ms
 91: 0.127332ms
 92: 0.139165ms
 93: 0.121079ms
 94: 0.135975ms
 95: 0.127761ms
 96: 0.125538ms
 97: 0.140878ms
 98: 0.123584ms
 99: 0.128197ms
 100: 0.127111ms
 101: 0.132759ms
 102: 0.130000ms
 103: 0.121104ms
 104: 0.138469ms
 105: 0.122534ms
 106: 0.122510ms
 107: 0.114167ms
 108: 0.127440ms
 109: 0.123759ms
 110: 0.124818ms
 111: 0.117490ms
 112: 0.116188ms
 113: 0.127962ms
 114: 0.124203ms
 115: 0.129939ms
 116: 0.124447ms
 117: 0.124478ms
 118: 0.114411ms
 119: 0.128216ms
 120: 0.125023ms
 121: 0.130551ms
 122: 0.126284ms
 123: 0.119880ms
 124: 0.114472ms
 125: 0.126842ms
 126: 0.124319ms
 127: 0.118038ms
 128: 0.134330ms
 129: 0.122313ms
 130: 0.125802ms
 131: 0.130658ms
 132: 0.126955ms
 133: 0.136008ms
 134: 0.127817ms
 135: 0.140481ms
 136: 0.122260ms
 137: 0.127197ms
 138: 0.122825ms
 139: 0.120901ms
 140: 0.123738ms
 141: 0.118473ms
 142: 0.115006ms
 143: 0.117819ms
 144: 0.109547ms
 145: 0.122912ms
 146: 0.128028ms
 147: 0.141363ms
 148: 0.124768ms
 149: 0.121737ms
 150: 0.124224ms
 151: 0.125513ms
 152: 0.122806ms
 153: 0.138415ms
 154: 0.138226ms
 155: 0.137291ms
 156: 0.119776ms
 157: 0.133597ms
 158: 0.128352ms
 159: 0.121565ms
 160: 0.127145ms
 161: 0.129927ms
 162: 0.132897ms
 163: 0.119331ms
 164: 0.130477ms
 165: 0.126929ms
 166: 0.130833ms
 167: 0.124557ms
 168: 0.137577ms
 169: 0.114839ms
 170: 0.127128ms
 171: 0.126964ms
 172: 0.125526ms
 173: 0.126656ms
 174: 0.126660ms
 175: 0.126443ms
 176: 0.117265ms
 177: 0.138184ms
 178: 0.121301ms
 179: 0.118657ms
 180: 0.125126ms
 181: 0.124960ms
 182: 0.124247ms
 183: 0.124099ms
 184: 0.134846ms
 185: 0.119269ms
 186: 0.121151ms
 187: 0.121507ms
 188: 0.126928ms
 189: 0.125808ms
 190: 0.124985ms
 191: 0.132083ms
 192: 0.129601ms
 193: 0.129285ms
 194: 0.123283ms
 195: 0.118068ms
 196: 0.139188ms
 197: 0.132408ms
 198: 0.140524ms
 199: 0.109354ms


-- Real : Q1: 50 Q2: 100 Q3: 150
-- Array: Q1: 49 Q2: 99 Q3: 149

Measurements
--------------------------
FFT Size            : 64^3
Threads             : 36
Batch               : 1
Iterations          : 200
Avg Tot Runtime     : 0.276633 ms
Runtime per batch   : 0.276633 ms
SD                  : 1.864599 ms
Q1                  : 0.124768 ms
Median              : 0.135153 ms
Q3                  : 0.147981 ms
