Expm 1: Only FFT
N=64, dim=3, Num: 262144

Printing individual runtimes:
 0: 49.897538ms
 1: 17.321028ms
 2: 23.593674ms
 3: 17.948860ms
 4: 16.269091ms
 5: 16.618239ms
 6: 16.948158ms
 7: 17.258522ms
 8: 17.553861ms
 9: 17.865733ms
 10: 16.485134ms
 11: 0.146071ms
 12: 0.143317ms
 13: 0.154556ms
 14: 0.149297ms
 15: 0.143254ms
 16: 0.149253ms
 17: 0.134288ms
 18: 0.150453ms
 19: 0.139925ms
 20: 0.151315ms
 21: 0.150446ms
 22: 0.149488ms
 23: 0.149412ms
 24: 0.147843ms
 25: 0.134401ms
 26: 0.140691ms
 27: 0.146154ms
 28: 0.146469ms
 29: 0.141387ms
 30: 0.148394ms
 31: 0.137831ms
 32: 0.143275ms
 33: 0.134537ms
 34: 0.150228ms
 35: 0.148361ms
 36: 0.145172ms
 37: 0.146140ms
 38: 0.130338ms
 39: 0.142612ms
 40: 0.147870ms
 41: 0.127993ms
 42: 0.121950ms
 43: 0.143199ms
 44: 0.148262ms
 45: 0.149739ms
 46: 0.139316ms
 47: 0.130211ms
 48: 0.149664ms
 49: 0.115035ms
 50: 0.152506ms
 51: 0.147495ms
 52: 0.117950ms
 53: 0.124409ms
 54: 0.114806ms
 55: 1.773794ms
 56: 0.143050ms
 57: 0.136284ms
 58: 0.125428ms
 59: 0.132233ms
 60: 0.141007ms
 61: 0.155805ms
 62: 0.147132ms
 63: 0.128643ms
 64: 0.124987ms
 65: 0.140237ms
 66: 0.139533ms
 67: 0.144020ms
 68: 0.131016ms
 69: 0.139096ms
 70: 0.143014ms
 71: 0.148253ms
 72: 0.142207ms
 73: 0.143272ms
 74: 0.141443ms
 75: 0.140370ms
 76: 0.130414ms
 77: 0.130648ms
 78: 0.142371ms
 79: 0.129417ms
 80: 0.122648ms
 81: 0.127216ms
 82: 0.140084ms
 83: 0.142608ms
 84: 0.140269ms
 85: 0.125854ms
 86: 0.145353ms
 87: 0.129306ms
 88: 0.135459ms
 89: 0.142753ms
 90: 0.120203ms
 91: 0.140033ms
 92: 0.142663ms
 93: 0.138643ms
 94: 0.143899ms
 95: 0.142533ms
 96: 0.145808ms
 97: 0.129600ms
 98: 0.144235ms
 99: 0.128286ms
 100: 0.130518ms
 101: 0.140713ms
 102: 0.148534ms
 103: 0.129996ms
 104: 0.147019ms
 105: 0.143089ms
 106: 0.138353ms
 107: 0.147062ms
 108: 0.145082ms
 109: 0.135879ms
 110: 0.137005ms
 111: 0.138927ms
 112: 0.123567ms
 113: 0.143514ms
 114: 0.144013ms
 115: 0.141447ms
 116: 0.130986ms
 117: 0.139154ms
 118: 0.135892ms
 119: 0.143501ms
 120: 0.142716ms
 121: 0.138302ms
 122: 0.129634ms
 123: 0.128148ms
 124: 0.143526ms
 125: 0.145938ms
 126: 0.142800ms
 127: 0.144083ms
 128: 0.144588ms
 129: 0.134732ms
 130: 0.123554ms
 131: 0.143553ms
 132: 0.126972ms
 133: 0.141408ms
 134: 0.140066ms
 135: 0.128722ms
 136: 0.148954ms
 137: 0.130867ms
 138: 0.130214ms
 139: 0.130186ms
 140: 0.129129ms
 141: 0.141181ms
 142: 0.118710ms
 143: 0.147558ms
 144: 0.139626ms
 145: 0.148211ms
 146: 0.138807ms
 147: 0.143767ms
 148: 0.145109ms
 149: 0.147663ms
 150: 0.148572ms
 151: 0.126120ms
 152: 0.143781ms
 153: 0.127086ms
 154: 0.144047ms
 155: 0.137799ms
 156: 0.125717ms
 157: 0.127263ms
 158: 0.141990ms
 159: 0.136194ms
 160: 0.141413ms
 161: 0.145734ms
 162: 0.130782ms
 163: 0.146065ms
 164: 0.140633ms
 165: 0.141579ms
 166: 0.130222ms
 167: 0.129674ms
 168: 0.143966ms
 169: 0.146081ms
 170: 0.130697ms
 171: 0.139092ms
 172: 0.138140ms
 173: 0.140312ms
 174: 0.138391ms
 175: 0.120693ms
 176: 0.139927ms
 177: 0.129125ms
 178: 0.138924ms
 179: 0.124595ms
 180: 0.135709ms
 181: 0.143423ms
 182: 0.138117ms
 183: 0.123190ms
 184: 0.138065ms
 185: 0.125103ms
 186: 0.143010ms
 187: 0.144463ms
 188: 0.146813ms
 189: 0.147776ms
 190: 0.144603ms
 191: 0.141585ms
 192: 0.141838ms
 193: 0.143204ms
 194: 0.147214ms
 195: 0.137942ms
 196: 0.136393ms
 197: 0.141428ms
 198: 0.138407ms
 199: 0.139886ms


-- Real : Q1: 50 Q2: 100 Q3: 150
-- Array: Q1: 49 Q2: 99 Q3: 149

Measurements
--------------------------
FFT Size            : 64^3
Threads             : 38
Batch               : 1
Iterations          : 200
Avg Tot Runtime     : 1.278110 ms
Runtime per batch   : 1.278110 ms
SD                  : 5.183483 ms
Q1                  : 0.132233 ms
Median              : 0.141420 ms
Q3                  : 0.145353 ms
