Expm 1: Only FFT
N=512, dim=3, Num: 134217728

Printing individual runtimes:
 0: 373.941560ms
 1: 365.549345ms
 2: 334.899974ms
 3: 383.567336ms
 4: 351.019988ms
 5: 382.177646ms
 6: 356.772162ms
 7: 372.757872ms
 8: 386.022058ms
 9: 395.407927ms
 10: 359.436103ms
 11: 361.836271ms
 12: 368.402693ms
 13: 376.190915ms
 14: 352.381149ms
 15: 354.403382ms
 16: 394.561664ms
 17: 309.436342ms
 18: 298.308042ms
 19: 289.850178ms
 20: 326.540131ms
 21: 331.810602ms
 22: 286.593548ms
 23: 282.207258ms
 24: 302.127621ms
 25: 398.586386ms
 26: 364.097216ms
 27: 366.783312ms
 28: 372.493875ms
 29: 362.874564ms
 30: 356.846407ms
 31: 367.311896ms
 32: 339.871609ms
 33: 360.391927ms
 34: 366.179966ms
 35: 389.657444ms
 36: 351.671003ms
 37: 375.614048ms
 38: 368.265157ms
 39: 366.011728ms
 40: 368.887435ms
 41: 334.171213ms
 42: 357.116398ms
 43: 385.980567ms
 44: 365.980010ms
 45: 388.799298ms
 46: 363.522510ms
 47: 345.453363ms
 48: 362.347460ms
 49: 368.087947ms
 50: 380.690406ms
 51: 371.753361ms
 52: 380.805673ms
 53: 346.992416ms
 54: 337.385049ms
 55: 388.672488ms
 56: 367.337832ms
 57: 335.831166ms
 58: 326.740646ms
 59: 357.775752ms
 60: 352.513946ms
 61: 351.296575ms
 62: 351.337600ms
 63: 342.148562ms
 64: 376.485845ms
 65: 360.490911ms
 66: 338.598134ms
 67: 336.272682ms
 68: 330.745544ms
 69: 358.570526ms
 70: 362.780844ms
 71: 353.330127ms
 72: 353.884966ms
 73: 354.219866ms
 74: 394.311580ms
 75: 352.582521ms
 76: 359.885360ms
 77: 350.859816ms
 78: 370.792139ms
 79: 369.589588ms
 80: 363.248269ms
 81: 392.202954ms
 82: 391.925614ms
 83: 374.137640ms
 84: 362.205649ms
 85: 355.084820ms
 86: 372.141109ms
 87: 368.267273ms
 88: 370.562867ms
 89: 336.111940ms
 90: 345.317665ms
 91: 347.077760ms
 92: 370.715214ms
 93: 372.490616ms
 94: 362.808376ms
 95: 389.383124ms
 96: 349.164611ms
 97: 343.327320ms
 98: 375.871086ms
 99: 355.099573ms
 100: 337.550843ms
 101: 357.566620ms
 102: 324.053886ms
 103: 391.052519ms
 104: 379.687253ms
 105: 363.235554ms
 106: 362.930214ms
 107: 362.450050ms
 108: 373.188699ms
 109: 373.846028ms
 110: 384.785950ms
 111: 335.305856ms
 112: 357.650582ms
 113: 355.367119ms
 114: 351.447659ms
 115: 362.624265ms
 116: 289.717841ms
 117: 349.467665ms
 118: 349.330670ms
 119: 380.105917ms
 120: 333.296343ms
 121: 346.049579ms
 122: 364.667588ms
 123: 337.966869ms
 124: 341.162826ms
 125: 371.838868ms
 126: 356.907515ms
 127: 343.078666ms
 128: 355.871758ms
 129: 348.986897ms
 130: 355.663154ms
 131: 377.034746ms
 132: 335.225155ms
 133: 323.084135ms
 134: 324.747515ms
 135: 364.244724ms
 136: 372.763400ms
 137: 358.366201ms
 138: 312.855017ms
 139: 355.825729ms
 140: 378.678009ms
 141: 335.545731ms
 142: 326.757402ms
 143: 326.697088ms
 144: 354.077366ms
 145: 338.459341ms
 146: 352.552956ms
 147: 333.307079ms
 148: 368.781621ms
 149: 330.766438ms
 150: 307.819228ms
 151: 376.210015ms
 152: 340.743463ms
 153: 353.737414ms
 154: 350.698816ms
 155: 314.635500ms
 156: 362.435495ms
 157: 332.886639ms
 158: 357.613140ms
 159: 335.101528ms
 160: 288.119816ms
 161: 351.237786ms
 162: 361.568127ms
 163: 348.806294ms
 164: 339.956334ms
 165: 340.972779ms
 166: 344.081428ms
 167: 347.982058ms
 168: 356.395632ms
 169: 334.635540ms
 170: 335.659456ms
 171: 340.330735ms
 172: 319.724224ms
 173: 355.239918ms
 174: 335.804922ms
 175: 353.974299ms
 176: 330.966047ms
 177: 362.677283ms
 178: 386.593603ms
 179: 324.436570ms
 180: 347.123339ms
 181: 356.325051ms
 182: 364.592034ms
 183: 344.815409ms
 184: 358.205048ms
 185: 340.192979ms
 186: 362.981262ms
 187: 341.242232ms
 188: 353.916801ms
 189: 342.253754ms
 190: 380.814737ms
 191: 355.157873ms
 192: 327.636722ms
 193: 313.170495ms
 194: 358.677027ms
 195: 381.897632ms
 196: 341.323152ms
 197: 330.500320ms
 198: 348.897051ms
 199: 363.739918ms


-- Real : Q1: 50 Q2: 100 Q3: 150
-- Array: Q1: 49 Q2: 99 Q3: 149

Measurements
--------------------------
FFT Size            : 512^3
Threads             : 31
Batch               : 1
Iterations          : 200
Avg Tot Runtime     : 353.630809 ms
Runtime per batch   : 353.630809 ms
SD                  : 22.021972 ms
Q1                  : 340.192979 ms
Median              : 355.515137 ms
Q3                  : 367.337832 ms
