Expm 1: Only FFT
N=512, dim=3, Num: 134217728

Printing individual runtimes:
 0: 297.660700ms
 1: 243.776565ms
 2: 277.756433ms
 3: 304.025408ms
 4: 236.254651ms
 5: 280.084378ms
 6: 229.763177ms
 7: 286.456880ms
 8: 255.166240ms
 9: 270.071453ms
 10: 259.800140ms
 11: 223.320659ms
 12: 290.580015ms
 13: 243.852457ms
 14: 256.024053ms
 15: 247.154205ms
 16: 255.740042ms
 17: 259.684971ms
 18: 220.561580ms
 19: 275.378274ms
 20: 228.201136ms
 21: 249.962320ms
 22: 224.173165ms
 23: 279.493620ms
 24: 228.076333ms
 25: 251.063140ms
 26: 222.198871ms
 27: 271.526717ms
 28: 276.605300ms
 29: 251.022191ms
 30: 261.362683ms
 31: 267.578717ms
 32: 257.211166ms
 33: 232.491861ms
 34: 276.643772ms
 35: 242.646755ms
 36: 269.741184ms
 37: 235.274018ms
 38: 296.028341ms
 39: 270.876083ms
 40: 271.935163ms
 41: 316.298874ms
 42: 283.270278ms
 43: 276.762504ms
 44: 248.325556ms
 45: 235.072175ms
 46: 257.884913ms
 47: 223.648262ms
 48: 261.070151ms
 49: 260.327038ms
 50: 251.932784ms
 51: 229.038811ms
 52: 246.870756ms
 53: 246.864095ms
 54: 225.946763ms
 55: 280.312939ms
 56: 238.150524ms
 57: 259.233345ms
 58: 256.633278ms
 59: 313.640203ms
 60: 244.830582ms
 61: 283.365342ms
 62: 255.221095ms
 63: 259.010596ms
 64: 289.650156ms
 65: 228.175863ms
 66: 302.045428ms
 67: 225.692806ms
 68: 245.299516ms
 69: 271.623430ms
 70: 284.489508ms
 71: 258.179735ms
 72: 240.762575ms
 73: 261.091341ms
 74: 246.714859ms
 75: 285.339010ms
 76: 251.487338ms
 77: 311.222780ms
 78: 257.502834ms
 79: 236.603456ms
 80: 293.041261ms
 81: 260.373375ms
 82: 220.671069ms
 83: 307.129966ms
 84: 248.227495ms
 85: 297.183169ms
 86: 238.783931ms
 87: 242.016203ms
 88: 240.789330ms
 89: 262.865215ms
 90: 278.707364ms
 91: 248.933823ms
 92: 249.873009ms
 93: 231.407387ms
 94: 291.098282ms
 95: 289.701975ms
 96: 295.232806ms
 97: 276.170605ms
 98: 223.852004ms
 99: 301.397683ms
 100: 249.761626ms
 101: 247.930544ms
 102: 269.119046ms
 103: 212.215444ms
 104: 245.292905ms
 105: 239.387148ms
 106: 283.096701ms
 107: 259.294396ms
 108: 261.242218ms
 109: 246.056406ms
 110: 219.966092ms
 111: 253.038818ms
 112: 241.856292ms
 113: 252.843493ms
 114: 267.038949ms
 115: 245.375956ms
 116: 295.761200ms
 117: 272.185634ms
 118: 267.761227ms
 119: 280.581386ms
 120: 262.734514ms
 121: 257.466288ms
 122: 256.815048ms
 123: 249.224026ms
 124: 270.017185ms
 125: 287.774485ms
 126: 252.336594ms
 127: 272.192288ms
 128: 265.192958ms
 129: 277.029853ms
 130: 243.456060ms
 131: 297.245553ms
 132: 254.967976ms
 133: 261.152542ms
 134: 226.395970ms
 135: 262.854685ms
 136: 260.795133ms
 137: 239.837095ms
 138: 272.579195ms
 139: 276.251016ms
 140: 269.587581ms
 141: 256.521478ms
 142: 246.239967ms
 143: 245.395998ms
 144: 250.111591ms
 145: 265.345351ms
 146: 268.275804ms
 147: 279.970911ms
 148: 267.523930ms
 149: 241.566479ms
 150: 263.236080ms
 151: 298.645915ms
 152: 258.743583ms
 153: 245.170858ms
 154: 275.650308ms
 155: 309.754801ms
 156: 259.992516ms
 157: 242.256611ms
 158: 244.254817ms
 159: 256.463215ms
 160: 239.021211ms
 161: 253.034296ms
 162: 266.895341ms
 163: 262.291212ms
 164: 252.587593ms
 165: 275.292200ms
 166: 272.060766ms
 167: 248.567287ms
 168: 275.488455ms
 169: 272.681917ms
 170: 259.099402ms
 171: 224.891159ms
 172: 227.595085ms
 173: 254.531854ms
 174: 248.302308ms
 175: 276.531407ms
 176: 275.566390ms
 177: 257.757673ms
 178: 307.722694ms
 179: 294.449102ms
 180: 290.981723ms
 181: 254.522089ms
 182: 282.714706ms
 183: 258.675158ms
 184: 307.403492ms
 185: 308.433391ms
 186: 249.094520ms
 187: 267.648380ms
 188: 252.464710ms
 189: 263.490031ms
 190: 239.884884ms
 191: 261.750777ms
 192: 285.155712ms
 193: 272.352070ms
 194: 313.491966ms
 195: 237.247285ms
 196: 231.031888ms
 197: 230.491349ms
 198: 282.701329ms
 199: 234.121588ms


-- Real : Q1: 50 Q2: 100 Q3: 150
-- Array: Q1: 49 Q2: 99 Q3: 149

Measurements
--------------------------
FFT Size            : 512^3
Threads             : 12
Batch               : 1
Iterations          : 200
Avg Tot Runtime     : 260.965642 ms
Runtime per batch   : 260.965642 ms
SD                  : 22.451903 ms
Q1                  : 245.299516 ms
Median              : 259.054999 ms
Q3                  : 275.650308 ms
