Expm 1: Only FFT
N=63, dim=3, Num: 250047

Printing individual runtimes:
 0: 67.794598ms
 1: 24.767280ms
 2: 24.175864ms
 3: 22.825067ms
 4: 17.755783ms
 5: 17.304488ms
 6: 16.832352ms
 7: 9.231317ms
 8: 0.150069ms
 9: 0.166741ms
 10: 0.153462ms
 11: 0.160029ms
 12: 0.156351ms
 13: 0.149806ms
 14: 0.172556ms
 15: 0.155607ms
 16: 0.159971ms
 17: 0.151246ms
 18: 0.166602ms
 19: 0.156922ms
 20: 0.157080ms
 21: 0.155615ms
 22: 0.179669ms
 23: 0.155344ms
 24: 0.162297ms
 25: 0.156188ms
 26: 0.151623ms
 27: 0.143328ms
 28: 0.171841ms
 29: 0.171533ms
 30: 0.155624ms
 31: 0.149491ms
 32: 0.167326ms
 33: 0.149409ms
 34: 0.150741ms
 35: 0.168492ms
 36: 0.155249ms
 37: 0.155609ms
 38: 0.167214ms
 39: 0.166214ms
 40: 0.155422ms
 41: 0.156429ms
 42: 0.165057ms
 43: 0.158455ms
 44: 0.160960ms
 45: 0.156779ms
 46: 0.159395ms
 47: 0.150006ms
 48: 0.172046ms
 49: 0.155704ms
 50: 0.142311ms
 51: 0.158760ms
 52: 0.155276ms
 53: 0.173667ms
 54: 0.166939ms
 55: 0.140874ms
 56: 0.163962ms
 57: 0.166243ms
 58: 0.151184ms
 59: 0.160667ms
 60: 0.148851ms
 61: 0.160092ms
 62: 0.159090ms
 63: 0.173597ms
 64: 3.810929ms
 65: 0.156209ms
 66: 0.160123ms
 67: 0.152659ms
 68: 0.150345ms
 69: 0.152053ms
 70: 0.140511ms
 71: 0.135511ms
 72: 0.169116ms
 73: 0.166205ms
 74: 0.153750ms
 75: 0.147527ms
 76: 0.172451ms
 77: 0.143326ms
 78: 0.134931ms
 79: 0.133196ms
 80: 0.144309ms
 81: 0.150116ms
 82: 0.156197ms
 83: 0.134822ms
 84: 0.143181ms
 85: 0.147662ms
 86: 0.148999ms
 87: 0.140527ms
 88: 0.162118ms
 89: 0.153953ms
 90: 0.151880ms
 91: 0.157075ms
 92: 0.156432ms
 93: 0.140197ms
 94: 0.151935ms
 95: 0.162771ms
 96: 0.155191ms
 97: 0.148483ms
 98: 0.154264ms
 99: 0.149131ms
 100: 0.142623ms
 101: 0.144095ms
 102: 0.154606ms
 103: 0.146636ms
 104: 0.151272ms
 105: 0.142392ms
 106: 0.149199ms
 107: 0.150834ms
 108: 0.143578ms
 109: 0.169145ms
 110: 0.155534ms
 111: 0.162086ms
 112: 0.142695ms
 113: 0.154393ms
 114: 0.148933ms
 115: 0.153528ms
 116: 0.165998ms
 117: 0.137817ms
 118: 0.142650ms
 119: 0.150500ms
 120: 0.164853ms
 121: 0.159102ms
 122: 0.138501ms
 123: 0.151845ms
 124: 0.154350ms
 125: 0.145080ms
 126: 0.135182ms
 127: 0.166583ms
 128: 0.164125ms
 129: 0.164026ms
 130: 0.134752ms
 131: 0.158378ms
 132: 0.163405ms
 133: 0.149113ms
 134: 0.139877ms
 135: 0.151139ms
 136: 0.151189ms
 137: 0.141285ms
 138: 0.141892ms
 139: 0.149381ms
 140: 0.146147ms
 141: 0.152166ms
 142: 0.155313ms
 143: 0.156968ms
 144: 0.148643ms
 145: 0.143240ms
 146: 0.153351ms
 147: 0.148595ms
 148: 0.151922ms
 149: 0.155362ms
 150: 0.161307ms
 151: 0.153933ms
 152: 0.151663ms
 153: 0.150927ms
 154: 0.147552ms
 155: 0.142436ms
 156: 0.149266ms
 157: 0.142212ms
 158: 0.136692ms
 159: 0.152872ms
 160: 0.134792ms
 161: 0.157251ms
 162: 0.144932ms
 163: 0.144550ms
 164: 0.152300ms
 165: 0.163853ms
 166: 0.158360ms
 167: 0.143532ms
 168: 0.151536ms
 169: 0.136788ms
 170: 0.143524ms
 171: 0.153153ms
 172: 0.144680ms
 173: 0.145984ms
 174: 0.143173ms
 175: 0.137448ms
 176: 0.150187ms
 177: 0.144399ms
 178: 0.154704ms
 179: 0.139078ms
 180: 0.146276ms
 181: 0.159990ms
 182: 0.142959ms
 183: 0.143990ms
 184: 0.166118ms
 185: 0.155239ms
 186: 0.141368ms
 187: 0.159989ms
 188: 0.148742ms
 189: 0.136423ms
 190: 0.134016ms
 191: 0.140525ms
 192: 0.144189ms
 193: 0.142363ms
 194: 0.141424ms
 195: 0.142470ms
 196: 0.159550ms
 197: 0.163028ms
 198: 0.154098ms
 199: 0.168492ms


-- Real : Q1: 50 Q2: 100 Q3: 150
-- Array: Q1: 49 Q2: 99 Q3: 149

Measurements
--------------------------
FFT Size            : 63^3
Threads             : 39
Batch               : 1
Iterations          : 200
Avg Tot Runtime     : 1.168222 ms
Runtime per batch   : 1.168222 ms
SD                  : 5.934762 ms
Q1                  : 0.144680 ms
Median              : 0.153012 ms
Q3                  : 0.159990 ms
