Processes,Threads,FFTSize,AvgRuntime(ms),Throughput(GFLOPS),AvgTimetoTransfer(ms)
8,35,256³,13.9490,102.2298,15.0519
8,36,256³,13.7163,95.5428,15.0385
8,37,256³,14.1438,100.6019,14.8356
8,38,256³,13.7803,95.1059,14.9242
8,39,256³,14.4729,94.9401,14.8108
8,40,256³,19.3756,73.6431,15.0033
