Processes,Threads,FFTSize,AvgRuntime(ms),Throughput(GFLOPS),AvgTimetoTransfer(ms)
8,35,512³,189.8136,66.9849,136.2377
8,36,512³,184.4998,69.0185,136.2972
8,37,512³,193.3869,65.6391,136.2485
8,38,512³,198.9448,59.2260,136.2176
8,39,512³,189.1358,67.2443,136.2008
8,40,512³,207.9650,58.9211,136.1401
