Threads,PlanTime(sec)
10,238.271205
11,250.768574
12,267.930065
13,224.454796
14,251.213692
15,238.753838
16,195.535494
17,274.739830
18,283.769705
19,282.893062
20,279.841528
21,308.666569
22,277.971202
23,321.280780
24,315.440752
25,299.757952
26,303.312816
27,314.564780
28,307.057560
29,305.579405
30,303.442451
31,317.005796
32,257.457230
33,334.132060
34,343.245456
35,351.866880
36,365.381262
37,343.446515
38,369.769082
39,376.156124
40,395.521281
