Processes,Threads,FFTSize,AvgRuntime(ms),Throughput(GFLOPS),AvgTimetoTransfer(ms)
4,32,1024³,2420.5338,21.5422,1332.8561
4,33,1024³,2356.5474,23.1938,1330.0790
4,34,1024³,2447.8409,22.5846,1334.1553
4,35,1024³,2387.5040,27.4320,1339.7521
4,36,1024³,2421.3290,23.0833,1331.5238
4,37,1024³,2404.0394,21.7625,1339.4162
4,38,1024³,2429.9698,23.4683,1341.7896
4,39,1024³,2425.7811,23.7183,1343.9412
4,40,1024³,2459.5287,26.5981,1342.9804
