Processes,Threads,FFTSize,AvgRuntime(ms),Throughput(GFLOPS),AvgTimetoTransfer(ms)
4,32,128³,3.0733,22.3796,1.4709
4,33,128³,3.1857,23.1352,1.4478
4,34,128³,3.4225,21.1129,1.3872
4,35,128³,3.1090,24.7848,1.4223
4,36,128³,3.9086,19.9279,1.4332
4,37,128³,3.1596,23.6472,1.4235
4,38,128³,3.7151,18.8181,1.4563
4,39,128³,3.2206,23.9465,1.4113
4,40,128³,7.1185,10.0084,1.4170
