Processes,Threads,FFTSize,AvgRuntime(ms),Throughput(GFLOPS),AvgTimetoTransfer(ms)
4,32,64³,0.4577,20.0800,0.2074
4,33,64³,0.4614,18.7501,0.2164
4,34,64³,0.4626,22.2477,0.2038
4,35,64³,0.4662,22.8700,0.2162
4,36,64³,0.4643,22.7483,0.2126
4,37,64³,0.4668,18.5334,0.2026
4,38,64³,0.4595,26.7153,0.2047
4,39,64³,0.5007,21.2742,0.2072
4,40,64³,0.4612,24.4721,0.2046
