Processes,Threads,FFTSize,AvgRuntime(ms),Throughput(GFLOPS),AvgTimetoTransfer(ms)
4,32,256³,30.4060,21.2778,19.1348
4,33,256³,32.1271,23.9987,19.0542
4,34,256³,32.0031,21.8271,18.9518
4,35,256³,31.5585,23.8970,19.1405
4,36,256³,31.3230,20.6507,19.1556
4,37,256³,31.6582,21.9723,19.0939
4,38,256³,31.5328,20.5499,19.1247
4,39,256³,32.2267,21.3764,19.1348
4,40,256³,33.5097,21.1008,19.2530
