Expm 1: Only FFT
N=64, dim=3, Num: 262144

Printing individual runtimes:
 0: 0.746581ms
 1: 0.570984ms
 2: 0.567759ms
 3: 0.568567ms
 4: 0.576960ms
 5: 0.571753ms
 6: 0.572233ms
 7: 0.571226ms
 8: 0.571863ms
 9: 0.574180ms
 10: 0.570454ms
 11: 0.572866ms
 12: 0.572281ms
 13: 0.572268ms
 14: 0.576801ms
 15: 0.569556ms
 16: 0.577411ms
 17: 0.570755ms
 18: 0.570795ms
 19: 0.569790ms
 20: 0.576451ms
 21: 0.571090ms
 22: 0.567741ms
 23: 0.572916ms
 24: 0.570665ms
 25: 0.565420ms
 26: 0.569095ms
 27: 0.570635ms
 28: 0.567231ms
 29: 0.568323ms
 30: 0.569993ms
 31: 0.571006ms
 32: 0.569083ms
 33: 0.570784ms
 34: 0.568170ms
 35: 0.568232ms
 36: 0.568586ms
 37: 0.569999ms
 38: 0.568695ms
 39: 0.567025ms
 40: 0.566110ms
 41: 0.566919ms
 42: 0.567330ms
 43: 0.568294ms
 44: 0.568382ms
 45: 0.566785ms
 46: 0.567178ms
 47: 0.572001ms
 48: 0.569540ms
 49: 0.572359ms
 50: 0.570603ms
 51: 0.569214ms
 52: 0.570684ms
 53: 0.568766ms
 54: 0.570369ms
 55: 0.567510ms
 56: 0.569760ms
 57: 0.569471ms
 58: 0.568289ms
 59: 0.569255ms
 60: 0.568935ms
 61: 0.566380ms
 62: 0.570637ms
 63: 0.570503ms
 64: 0.571993ms
 65: 0.572003ms
 66: 0.573796ms
 67: 0.574734ms
 68: 0.572008ms
 69: 0.570159ms
 70: 0.571127ms
 71: 0.568887ms
 72: 0.583328ms
 73: 0.572814ms
 74: 0.573078ms
 75: 0.571671ms
 76: 0.573488ms
 77: 0.574392ms
 78: 0.572181ms
 79: 0.568825ms
 80: 0.567815ms
 81: 0.572703ms
 82: 0.573337ms
 83: 0.575644ms
 84: 0.923262ms
 85: 0.564771ms
 86: 0.564724ms
 87: 0.564361ms
 88: 0.567811ms
 89: 0.565783ms
 90: 0.563956ms
 91: 0.564750ms
 92: 0.566166ms
 93: 0.564380ms
 94: 0.564707ms
 95: 0.562544ms
 96: 0.562269ms
 97: 0.562027ms
 98: 0.567066ms
 99: 0.562142ms
 100: 0.571008ms
 101: 0.565693ms
 102: 0.563570ms
 103: 0.569987ms
 104: 0.563208ms
 105: 0.564217ms
 106: 0.563970ms
 107: 0.566138ms
 108: 0.566741ms
 109: 0.566085ms
 110: 0.569114ms
 111: 0.568419ms
 112: 0.567253ms
 113: 0.565123ms
 114: 0.569163ms
 115: 0.566547ms
 116: 0.567544ms
 117: 0.565206ms
 118: 0.566837ms
 119: 0.568788ms
 120: 0.564654ms
 121: 0.567162ms
 122: 0.567859ms
 123: 0.565091ms
 124: 0.563851ms
 125: 0.562640ms
 126: 0.563511ms
 127: 0.563692ms
 128: 0.570097ms
 129: 0.564560ms
 130: 0.564476ms
 131: 0.565781ms
 132: 0.563191ms
 133: 0.563800ms
 134: 0.565654ms
 135: 0.564451ms
 136: 0.564572ms
 137: 0.568292ms
 138: 0.578356ms
 139: 0.566954ms
 140: 0.571320ms
 141: 0.567928ms
 142: 0.567891ms
 143: 0.564021ms
 144: 0.565271ms
 145: 0.566810ms
 146: 0.568842ms
 147: 0.565119ms
 148: 0.567033ms
 149: 0.565933ms
 150: 0.564048ms
 151: 0.559354ms
 152: 0.563742ms
 153: 0.569484ms
 154: 0.558646ms
 155: 0.561665ms
 156: 0.561681ms
 157: 0.561346ms
 158: 0.561426ms
 159: 0.564157ms
 160: 0.561061ms
 161: 0.560815ms
 162: 0.561820ms
 163: 0.563274ms
 164: 0.561044ms
 165: 0.560164ms
 166: 0.562256ms
 167: 0.567721ms
 168: 0.561100ms
 169: 0.565024ms
 170: 0.562479ms
 171: 0.564037ms
 172: 0.564402ms
 173: 0.561227ms
 174: 0.561536ms
 175: 0.566696ms
 176: 0.572044ms
 177: 0.567022ms
 178: 0.567750ms
 179: 0.567521ms
 180: 0.567183ms
 181: 0.567559ms
 182: 0.566393ms
 183: 0.565384ms
 184: 0.569173ms
 185: 0.565636ms
 186: 0.564433ms
 187: 0.568920ms
 188: 0.566434ms
 189: 0.566066ms
 190: 0.564509ms
 191: 0.570271ms
 192: 0.563799ms
 193: 0.569499ms
 194: 0.563040ms
 195: 0.561756ms
 196: 0.562786ms
 197: 0.561746ms
 198: 0.558459ms
 199: 0.560323ms


-- Real : Q1: 50 Q2: 100 Q3: 150
-- Array: Q1: 49 Q2: 99 Q3: 149

Measurements
--------------------------
FFT Size            : 64^3
Threads             : 2
Batch               : 1
Iterations          : 200
Avg Tot Runtime     : 0.570188 ms
Runtime per batch   : 0.570188 ms
SD                  : 0.028324 ms
Q1                  : 0.564476 ms
Median              : 0.567532 ms
Q3                  : 0.570369 ms
