Expm 1: Only FFT
N=64, dim=3, Num: 262144

Printing individual runtimes:
 0: 0.555461ms
 1: 0.330893ms
 2: 0.338140ms
 3: 0.333508ms
 4: 0.341095ms
 5: 0.342023ms
 6: 0.329394ms
 7: 0.342126ms
 8: 0.334672ms
 9: 0.334171ms
 10: 0.340582ms
 11: 0.339008ms
 12: 0.340263ms
 13: 0.333555ms
 14: 0.334650ms
 15: 0.343456ms
 16: 0.331398ms
 17: 0.336199ms
 18: 0.333457ms
 19: 0.335066ms
 20: 0.333178ms
 21: 0.332443ms
 22: 0.332298ms
 23: 0.338499ms
 24: 0.336942ms
 25: 0.335434ms
 26: 0.336034ms
 27: 0.340356ms
 28: 0.335286ms
 29: 0.338668ms
 30: 0.330517ms
 31: 0.330792ms
 32: 0.329793ms
 33: 0.340678ms
 34: 0.333898ms
 35: 0.333187ms
 36: 0.334030ms
 37: 0.337415ms
 38: 0.334480ms
 39: 0.333250ms
 40: 0.340982ms
 41: 0.333319ms
 42: 0.338891ms
 43: 0.331727ms
 44: 0.334415ms
 45: 0.330635ms
 46: 0.328503ms
 47: 0.333394ms
 48: 0.330478ms
 49: 0.334493ms
 50: 0.332001ms
 51: 0.339074ms
 52: 0.334776ms
 53: 0.338078ms
 54: 0.332682ms
 55: 0.332852ms
 56: 0.331405ms
 57: 0.342530ms
 58: 0.337256ms
 59: 0.331760ms
 60: 0.333919ms
 61: 0.338767ms
 62: 0.331746ms
 63: 0.330660ms
 64: 0.335446ms
 65: 0.332829ms
 66: 0.339357ms
 67: 0.329893ms
 68: 0.335877ms
 69: 0.330580ms
 70: 0.339066ms
 71: 0.333513ms
 72: 0.336702ms
 73: 0.339739ms
 74: 0.334901ms
 75: 0.336061ms
 76: 0.329337ms
 77: 0.333511ms
 78: 0.336294ms
 79: 0.336138ms
 80: 0.330965ms
 81: 0.338403ms
 82: 0.334533ms
 83: 0.334396ms
 84: 0.336904ms
 85: 0.330100ms
 86: 0.340146ms
 87: 0.335836ms
 88: 0.432093ms
 89: 0.339007ms
 90: 0.334014ms
 91: 0.337961ms
 92: 0.332941ms
 93: 0.331706ms
 94: 0.332985ms
 95: 0.331708ms
 96: 0.334166ms
 97: 0.331135ms
 98: 0.336888ms
 99: 0.342350ms
 100: 0.330018ms
 101: 0.336066ms
 102: 0.333398ms
 103: 0.333218ms
 104: 0.333082ms
 105: 0.333439ms
 106: 0.333990ms
 107: 0.339389ms
 108: 0.332791ms
 109: 0.332699ms
 110: 0.334601ms
 111: 0.332140ms
 112: 0.340365ms
 113: 0.329876ms
 114: 0.339753ms
 115: 0.332954ms
 116: 0.332350ms
 117: 0.334290ms
 118: 0.333842ms
 119: 0.328818ms
 120: 0.337137ms
 121: 0.336321ms
 122: 0.341114ms
 123: 0.336976ms
 124: 0.334795ms
 125: 0.338771ms
 126: 0.328616ms
 127: 0.334272ms
 128: 0.331301ms
 129: 0.330311ms
 130: 0.335568ms
 131: 0.329173ms
 132: 0.329911ms
 133: 0.335558ms
 134: 0.335854ms
 135: 0.333308ms
 136: 0.332768ms
 137: 0.341357ms
 138: 0.345075ms
 139: 0.325926ms
 140: 0.336586ms
 141: 0.338407ms
 142: 0.336786ms
 143: 0.338959ms
 144: 0.331763ms
 145: 0.335409ms
 146: 0.331622ms
 147: 0.334054ms
 148: 0.329496ms
 149: 0.330412ms
 150: 0.340233ms
 151: 0.330110ms
 152: 0.333964ms
 153: 0.334030ms
 154: 0.334524ms
 155: 0.329094ms
 156: 0.331332ms
 157: 0.336593ms
 158: 0.338673ms
 159: 0.329765ms
 160: 0.337853ms
 161: 0.324483ms
 162: 0.332107ms
 163: 0.332776ms
 164: 0.332196ms
 165: 0.332974ms
 166: 0.328350ms
 167: 0.334186ms
 168: 0.334284ms
 169: 0.334381ms
 170: 0.329387ms
 171: 0.332540ms
 172: 0.331461ms
 173: 0.329709ms
 174: 0.327971ms
 175: 0.339981ms
 176: 0.335325ms
 177: 0.331962ms
 178: 0.334343ms
 179: 0.334256ms
 180: 0.336549ms
 181: 0.324466ms
 182: 0.341276ms
 183: 0.336712ms
 184: 0.332803ms
 185: 0.332154ms
 186: 0.335756ms
 187: 0.332385ms
 188: 0.341105ms
 189: 0.331727ms
 190: 0.341731ms
 191: 0.331050ms
 192: 0.338225ms
 193: 0.335167ms
 194: 0.329238ms
 195: 0.330375ms
 196: 0.333562ms
 197: 0.342600ms
 198: 0.333232ms
 199: 0.333138ms


-- Real : Q1: 50 Q2: 100 Q3: 150
-- Array: Q1: 49 Q2: 99 Q3: 149

Measurements
--------------------------
FFT Size            : 64^3
Threads             : 4
Batch               : 1
Iterations          : 200
Avg Tot Runtime     : 0.336124 ms
Runtime per batch   : 0.336124 ms
SD                  : 0.017418 ms
Q1                  : 0.331727 ms
Median              : 0.334110 ms
Q3                  : 0.336888 ms
