Expm 1: Only FFT
N=64, dim=3, Num: 262144

Printing individual runtimes:
 0: 0.576629ms
 1: 0.372368ms
 2: 0.373403ms
 3: 0.373762ms
 4: 0.376370ms
 5: 0.378356ms
 6: 0.378515ms
 7: 0.376310ms
 8: 0.376493ms
 9: 0.374422ms
 10: 0.382135ms
 11: 0.372494ms
 12: 0.373280ms
 13: 0.382372ms
 14: 0.376422ms
 15: 0.372317ms
 16: 0.378218ms
 17: 0.374398ms
 18: 0.382557ms
 19: 0.375040ms
 20: 0.373301ms
 21: 0.376631ms
 22: 0.376033ms
 23: 0.375312ms
 24: 0.373098ms
 25: 0.378026ms
 26: 0.377407ms
 27: 0.374902ms
 28: 0.374344ms
 29: 0.379354ms
 30: 0.373871ms
 31: 0.384401ms
 32: 0.380950ms
 33: 0.375642ms
 34: 0.375937ms
 35: 0.373970ms
 36: 0.373546ms
 37: 0.373782ms
 38: 0.376042ms
 39: 0.378453ms
 40: 0.375528ms
 41: 0.373870ms
 42: 0.379372ms
 43: 0.377026ms
 44: 0.377118ms
 45: 0.376466ms
 46: 0.373108ms
 47: 0.376535ms
 48: 0.373670ms
 49: 0.375716ms
 50: 0.379833ms
 51: 0.373071ms
 52: 0.377217ms
 53: 0.377389ms
 54: 0.374310ms
 55: 0.377802ms
 56: 0.375714ms
 57: 0.374548ms
 58: 0.380021ms
 59: 0.371146ms
 60: 0.376798ms
 61: 0.372841ms
 62: 0.373101ms
 63: 0.376444ms
 64: 0.372458ms
 65: 0.375078ms
 66: 0.378872ms
 67: 0.375421ms
 68: 0.379100ms
 69: 0.372634ms
 70: 0.374664ms
 71: 0.375723ms
 72: 0.373442ms
 73: 0.374501ms
 74: 0.373725ms
 75: 0.375882ms
 76: 0.378547ms
 77: 0.373356ms
 78: 0.375206ms
 79: 0.378388ms
 80: 0.374420ms
 81: 0.380912ms
 82: 0.375021ms
 83: 0.371129ms
 84: 0.375645ms
 85: 0.376081ms
 86: 0.371528ms
 87: 0.917291ms
 88: 0.369790ms
 89: 0.372185ms
 90: 0.374762ms
 91: 0.373979ms
 92: 0.373292ms
 93: 0.372220ms
 94: 0.371302ms
 95: 0.377258ms
 96: 0.370576ms
 97: 0.373863ms
 98: 0.370972ms
 99: 0.369393ms
 100: 0.375461ms
 101: 0.371376ms
 102: 0.376103ms
 103: 0.371825ms
 104: 0.373855ms
 105: 0.374420ms
 106: 0.370528ms
 107: 0.376093ms
 108: 0.372727ms
 109: 0.373607ms
 110: 0.376031ms
 111: 0.372497ms
 112: 0.375435ms
 113: 0.372919ms
 114: 0.372153ms
 115: 0.375558ms
 116: 0.374013ms
 117: 0.370991ms
 118: 0.371059ms
 119: 0.372381ms
 120: 0.374098ms
 121: 0.370619ms
 122: 0.372867ms
 123: 0.378611ms
 124: 0.373101ms
 125: 0.374308ms
 126: 0.374787ms
 127: 0.371958ms
 128: 0.373866ms
 129: 0.372740ms
 130: 0.377402ms
 131: 0.374065ms
 132: 0.372252ms
 133: 0.374242ms
 134: 0.371072ms
 135: 0.374451ms
 136: 0.373301ms
 137: 0.374331ms
 138: 0.376607ms
 139: 0.372301ms
 140: 0.374197ms
 141: 0.371733ms
 142: 0.370956ms
 143: 0.377321ms
 144: 0.371329ms
 145: 0.373812ms
 146: 0.376703ms
 147: 0.372966ms
 148: 0.370798ms
 149: 0.371373ms
 150: 0.372779ms
 151: 0.375423ms
 152: 0.372946ms
 153: 0.369421ms
 154: 0.372032ms
 155: 0.371883ms
 156: 0.376508ms
 157: 0.373860ms
 158: 0.372406ms
 159: 0.375795ms
 160: 0.374749ms
 161: 0.376711ms
 162: 0.370730ms
 163: 0.373139ms
 164: 0.375548ms
 165: 0.373545ms
 166: 0.378179ms
 167: 0.371857ms
 168: 0.373540ms
 169: 0.378364ms
 170: 0.372617ms
 171: 0.375309ms
 172: 0.371779ms
 173: 0.370659ms
 174: 0.377597ms
 175: 0.373578ms
 176: 0.375744ms
 177: 0.371420ms
 178: 0.372661ms
 179: 0.375825ms
 180: 0.369886ms
 181: 0.373614ms
 182: 0.374722ms
 183: 0.372043ms
 184: 0.376378ms
 185: 0.377287ms
 186: 0.373122ms
 187: 0.376800ms
 188: 0.373537ms
 189: 0.374431ms
 190: 0.374470ms
 191: 0.371489ms
 192: 0.377986ms
 193: 0.374613ms
 194: 0.377107ms
 195: 0.373625ms
 196: 0.372778ms
 197: 0.378867ms
 198: 0.375735ms
 199: 0.375825ms


-- Real : Q1: 50 Q2: 100 Q3: 150
-- Array: Q1: 49 Q2: 99 Q3: 149

Measurements
--------------------------
FFT Size            : 64^3
Threads             : 3
Batch               : 1
Iterations          : 200
Avg Tot Runtime     : 0.378381 ms
Runtime per batch   : 0.378381 ms
SD                  : 0.040858 ms
Q1                  : 0.372778 ms
Median              : 0.374365 ms
Q3                  : 0.376370 ms
