Expm 1: Only FFT
N=64, dim=3, Num: 262144

Printing individual runtimes:
 0: 55.326224ms
 1: 23.758663ms
 2: 20.914582ms
 3: 23.872690ms
 4: 21.002289ms
 5: 18.727633ms
 6: 23.883038ms
 7: 23.134703ms
 8: 20.808965ms
 9: 21.736910ms
 10: 20.982044ms
 11: 19.973571ms
 12: 17.129839ms
 13: 16.746290ms
 14: 17.327732ms
 15: 17.814503ms
 16: 16.465611ms
 17: 16.863501ms
 18: 17.298144ms
 19: 17.669407ms
 20: 27.884464ms
 21: 17.013194ms
 22: 17.403719ms
 23: 17.745810ms
 24: 16.429190ms
 25: 16.873685ms
 26: 17.208838ms
 27: 17.549754ms
 28: 17.988993ms
 29: 16.629726ms
 30: 16.994260ms
 31: 25.381703ms
 32: 17.080771ms
 33: 17.517549ms
 34: 17.928912ms
 35: 16.341937ms
 36: 16.742350ms
 37: 17.035126ms
 38: 11.752942ms
 39: 0.153275ms
 40: 0.142985ms
 41: 0.151378ms
 42: 0.148605ms
 43: 0.150123ms
 44: 0.151379ms
 45: 0.143937ms
 46: 0.152221ms
 47: 0.150661ms
 48: 0.150033ms
 49: 0.146273ms
 50: 0.151652ms
 51: 0.156975ms
 52: 0.143115ms
 53: 0.145558ms
 54: 0.152275ms
 55: 0.147196ms
 56: 0.154479ms
 57: 0.147341ms
 58: 0.148704ms
 59: 0.132376ms
 60: 0.142950ms
 61: 0.142527ms
 62: 0.147418ms
 63: 0.148798ms
 64: 0.145942ms
 65: 0.148453ms
 66: 0.148969ms
 67: 0.147299ms
 68: 0.145478ms
 69: 0.151539ms
 70: 0.158864ms
 71: 0.156836ms
 72: 0.144635ms
 73: 0.145690ms
 74: 0.145925ms
 75: 0.143760ms
 76: 0.140350ms
 77: 0.146809ms
 78: 0.157079ms
 79: 0.146910ms
 80: 0.159611ms
 81: 0.145829ms
 82: 0.151730ms
 83: 0.143235ms
 84: 0.151607ms
 85: 0.151613ms
 86: 0.146999ms
 87: 0.151000ms
 88: 0.152304ms
 89: 0.146811ms
 90: 0.133784ms
 91: 0.148815ms
 92: 0.146647ms
 93: 0.144141ms
 94: 0.151372ms
 95: 0.154639ms
 96: 0.152614ms
 97: 0.134338ms
 98: 0.145237ms
 99: 0.142738ms
 100: 0.154215ms
 101: 0.147719ms
 102: 0.145154ms
 103: 0.152601ms
 104: 0.148529ms
 105: 0.148744ms
 106: 0.146784ms
 107: 0.152158ms
 108: 0.121553ms
 109: 0.130632ms
 110: 0.153617ms
 111: 0.150323ms
 112: 0.148320ms
 113: 0.147728ms
 114: 0.143945ms
 115: 0.147601ms
 116: 0.145986ms
 117: 0.144830ms
 118: 0.146399ms
 119: 0.148118ms
 120: 0.138187ms
 121: 0.152574ms
 122: 0.151782ms
 123: 0.144169ms
 124: 0.151645ms
 125: 0.149481ms
 126: 0.151140ms
 127: 0.156396ms
 128: 0.148152ms
 129: 0.143870ms
 130: 0.129761ms
 131: 0.148104ms
 132: 0.149546ms
 133: 0.130978ms
 134: 0.150515ms
 135: 0.153015ms
 136: 0.152374ms
 137: 0.151595ms
 138: 0.144860ms
 139: 0.149960ms
 140: 0.142843ms
 141: 0.130606ms
 142: 0.147389ms
 143: 0.144390ms
 144: 0.996926ms
 145: 16.614545ms
 146: 11.635758ms
 147: 16.971876ms
 148: 17.269188ms
 149: 0.150928ms
 150: 0.147728ms
 151: 0.139326ms
 152: 0.146964ms
 153: 0.140111ms
 154: 0.140283ms
 155: 0.132928ms
 156: 0.140650ms
 157: 0.144707ms
 158: 0.146916ms
 159: 0.141648ms
 160: 0.141256ms
 161: 0.152230ms
 162: 0.131772ms
 163: 0.145040ms
 164: 0.145475ms
 165: 0.147004ms
 166: 0.134396ms
 167: 0.132534ms
 168: 0.146668ms
 169: 0.145107ms
 170: 0.146170ms
 171: 0.145481ms
 172: 0.132162ms
 173: 0.146985ms
 174: 0.129735ms
 175: 0.132233ms
 176: 0.131111ms
 177: 0.145853ms
 178: 0.133957ms
 179: 0.149395ms
 180: 0.144178ms
 181: 0.149172ms
 182: 0.146760ms
 183: 0.144350ms
 184: 0.141833ms
 185: 0.139103ms
 186: 0.136201ms
 187: 0.143088ms
 188: 0.147060ms
 189: 0.147105ms
 190: 0.132239ms
 191: 0.147182ms
 192: 0.149251ms
 193: 0.141262ms
 194: 0.140336ms
 195: 0.144962ms
 196: 0.140036ms
 197: 0.143728ms
 198: 0.131925ms
 199: 0.130108ms


-- Real : Q1: 50 Q2: 100 Q3: 150
-- Array: Q1: 49 Q2: 99 Q3: 149

Measurements
--------------------------
FFT Size            : 64^3
Threads             : 39
Batch               : 1
Iterations          : 200
Avg Tot Runtime     : 4.285622 ms
Runtime per batch   : 4.285622 ms
SD                  : 8.436390 ms
Q1                  : 0.144141 ms
Median              : 0.148135 ms
Q3                  : 0.154639 ms
