Expm 1: Only FFT
N=256, dim=3, Num: 16777216

Printing individual runtimes:
 0: 21.959328ms
 1: 17.361056ms
 2: 15.503409ms
 3: 19.923292ms
 4: 13.949745ms
 5: 14.260697ms
 6: 14.513929ms
 7: 13.270794ms
 8: 13.349155ms
 9: 13.782853ms
 10: 13.702740ms
 11: 12.421124ms
 12: 12.743537ms
 13: 12.913215ms
 14: 14.149313ms
 15: 13.755361ms
 16: 12.253479ms
 17: 14.831644ms
 18: 13.943297ms
 19: 12.846155ms
 20: 12.344073ms
 21: 12.481442ms
 22: 12.087031ms
 23: 12.352290ms
 24: 15.199749ms
 25: 11.785986ms
 26: 13.716482ms
 27: 12.447800ms
 28: 11.336771ms
 29: 12.894107ms
 30: 12.701100ms
 31: 12.767613ms
 32: 12.925201ms
 33: 13.270501ms
 34: 13.703213ms
 35: 11.903694ms
 36: 13.981273ms
 37: 14.371212ms
 38: 11.756190ms
 39: 13.452276ms
 40: 13.276327ms
 41: 14.338985ms
 42: 13.789393ms
 43: 13.177842ms
 44: 13.434271ms
 45: 13.253812ms
 46: 17.666774ms
 47: 14.241702ms
 48: 13.468910ms
 49: 13.142506ms
 50: 14.178580ms
 51: 12.906003ms
 52: 13.853527ms
 53: 13.608563ms
 54: 15.178929ms
 55: 13.407891ms
 56: 12.960699ms
 57: 13.249742ms
 58: 13.204806ms
 59: 15.049579ms
 60: 12.536868ms
 61: 13.891575ms
 62: 13.157981ms
 63: 14.648766ms
 64: 13.413548ms
 65: 13.941151ms
 66: 13.638633ms
 67: 12.032162ms
 68: 12.634865ms
 69: 14.891798ms
 70: 12.312689ms
 71: 12.821302ms
 72: 15.534440ms
 73: 13.093138ms
 74: 13.394113ms
 75: 13.090760ms
 76: 15.229962ms
 77: 12.877901ms
 78: 12.337384ms
 79: 13.079032ms
 80: 14.440185ms
 81: 13.475485ms
 82: 13.735539ms
 83: 14.708677ms
 84: 17.624928ms
 85: 14.242612ms
 86: 13.663353ms
 87: 14.296712ms
 88: 13.570444ms
 89: 15.319540ms
 90: 14.633246ms
 91: 14.512485ms
 92: 14.052574ms
 93: 14.238948ms
 94: 13.335290ms
 95: 13.329382ms
 96: 13.593329ms
 97: 13.947387ms
 98: 13.323477ms
 99: 14.285012ms
 100: 14.370021ms
 101: 13.661750ms
 102: 12.757857ms
 103: 13.209717ms
 104: 13.597397ms
 105: 17.257468ms
 106: 13.688486ms
 107: 13.798268ms
 108: 14.545930ms
 109: 12.253142ms
 110: 13.229403ms
 111: 13.525693ms
 112: 13.885172ms
 113: 15.318735ms
 114: 15.944178ms
 115: 16.927966ms
 116: 10.199229ms
 117: 10.595968ms
 118: 11.881240ms
 119: 10.425361ms
 120: 10.129525ms
 121: 10.138957ms
 122: 10.752336ms
 123: 9.863977ms
 124: 11.431608ms
 125: 10.047917ms
 126: 10.080633ms
 127: 11.257489ms
 128: 9.824067ms
 129: 11.479126ms
 130: 9.722349ms
 131: 10.665191ms
 132: 12.559469ms
 133: 10.579699ms
 134: 10.289440ms
 135: 10.868553ms
 136: 10.711060ms
 137: 10.469052ms
 138: 9.757703ms
 139: 10.078890ms
 140: 10.099595ms
 141: 9.610613ms
 142: 10.457242ms
 143: 10.097235ms
 144: 9.794002ms
 145: 11.115885ms
 146: 10.851850ms
 147: 11.638458ms
 148: 10.536761ms
 149: 10.403067ms
 150: 10.782276ms
 151: 9.908882ms
 152: 10.407908ms
 153: 10.276318ms
 154: 9.909848ms
 155: 10.711329ms
 156: 10.642706ms
 157: 10.863414ms
 158: 11.112920ms
 159: 9.583348ms
 160: 10.940987ms
 161: 10.566250ms
 162: 9.776564ms
 163: 10.073347ms
 164: 10.223389ms
 165: 17.168924ms
 166: 10.252489ms
 167: 11.197478ms
 168: 10.530147ms
 169: 10.503032ms
 170: 10.589334ms
 171: 11.469454ms
 172: 10.390118ms
 173: 10.961302ms
 174: 14.000583ms
 175: 13.691099ms
 176: 15.786203ms
 177: 15.286169ms
 178: 14.917990ms
 179: 13.263417ms
 180: 14.328887ms
 181: 14.200081ms
 182: 13.270241ms
 183: 14.483821ms
 184: 14.147282ms
 185: 13.302036ms
 186: 15.131357ms
 187: 16.140963ms
 188: 15.478747ms
 189: 15.217612ms
 190: 14.211087ms
 191: 13.402765ms
 192: 15.429453ms
 193: 15.528902ms
 194: 13.541251ms
 195: 14.481490ms
 196: 14.858293ms
 197: 16.262692ms
 198: 14.287706ms
 199: 13.929302ms


-- Real : Q1: 50 Q2: 100 Q3: 150
-- Array: Q1: 49 Q2: 99 Q3: 149

Measurements
--------------------------
FFT Size            : 256^3
Threads             : 40
Batch               : 1
Iterations          : 200
Avg Tot Runtime     : 13.014968 ms
Runtime per batch   : 13.014968 ms
SD                  : 2.022222 ms
Q1                  : 11.197478 ms
Median              : 13.260268 ms
Q3                  : 14.178580 ms
